sentence_id	text	class_label	sentiment	subjectivity	word_count
7633	he know these flight be go on long before and that be not the reason that he break up the conference	Yes	-0.05	0.4	21
9824	it be grow more slowly this year than last year and more slowly last year than the year before	Yes	0.13999999999999999	0.30666666666666664	19
1915	my priority be put people back to work in America	No	0.0	0.0	10
19422	you do not want to politicize drug but it be already politicize Medicare go out and scare senior citizen and other vulnerable group veteran and people who get Pell Grants and thing like this	No	-0.20833333333333334	0.2916666666666667	34
10621	we have get to put an end to that	No	0.0	0.0	9
18116	he be a strong courageous leader	No	0.4333333333333333	0.7333333333333333	6
21442	no I do not have an answer for everything	No	0.0	0.0	9
5770	and Senator Obama you do not repudiate those remark	Yes	0.0	0.0	9
11438	and yet project strength in a way that promote freedom	No	0.0	0.0	10
27093	then it go to the Russians and say let be see if you can do something	No	0.0	0.0	16
8138	he have onethird as much chance to get through college as a white student	Yes	0.1	0.1	14
2873	when Ronald Reagan win the Texas primary election Mr Ford add back another one and a half billion dollar	Yes	0.25833333333333336	0.26666666666666666	19
20468	if I may just briefly Jim note	No	0.0	0.3333333333333333	7
3136	so it be the obligation of the president to do just that and I intend to do so	No	0.0	0.0	18
11713	now there be some place where I think   you know I have support the administration in Columbia	No	0.0	0.0	17
21563	I work 12 year very hard as a governor on the real problem of real people	No	0.006944444444444438	0.43472222222222223	16
29836	well it be also fair to say if we be go to talk about mayor that under the current mayor crime have continue to drop include murder	Yes	0.35	0.65	27
20303	the governor have describe Medicare as a government HMO	Yes	0.0	0.0	9
20835	and as a result these mainly hispanic youngster be some of the good learner in Houston Texas	No	0.4333333333333333	0.4666666666666667	17
23212	thank you for your question	No	0.0	0.0	5
18739	there be a special protocol recently be pass that allow for inspection	Yes	0.17857142857142858	0.4107142857142857	12
33756	we be go to have trade agreement that we enforce	No	0.0	0.0	10
10798	now Senator McCain talk about small business	No	-0.25	0.4	7
26363	I can not fix the statistic	No	0.0	0.0	6
31949	be I allow to respond to that	No	0.0	0.0	7
21401	we be go into debt an additional 1 billion little more than 1 billion every work day of the year	Yes	0.15625	0.5	20
34078	  it just show you be not up to do the job	No	0.0	0.0	11
33613	and I be a big proponent	No	0.0	0.1	6
6285	charter school be not the only answer but they be provide competition	No	0.0	1.0	12
27479	because they have the opportunity to reenter the community of nation and we would welcome that	No	0.8	0.9	16
22332	and you know accord to my mother and my wife and my daughter this world would be a lot well place if woman be run it most of the time	No	0.5	0.5	30
3142	and I really believe that it   it be far well for we and for the Soviet Union and more importantly for the people around the world that these two superpower find an answer for a SALT II agreement before October three 1977	No	0.30000000000000004	0.675	42
18245	and we will get you home as soon as the mission be do because this be a vital mission	No	0.1	0.4	19
26765	and I can recall case where people would cross the street rather than meet somebody in a wheelchair	No	0.0	0.0	18
21872	the fact be you now have a government that come at you	No	0.0	0.0	12
3757	nuclear power be not only important as far as eliminate our dependence on foreign oil but it be also responsibility as far as climate change be concern	No	0.095	0.825	27
28273	we have get a society that say hey the status quo be fine just move they through	No	0.4166666666666667	0.5	17
19114	thank the people of Hartford the Commission and all those out here who may be listen or watch	No	0.0	0.0	18
34080	he be denigrate   he be talk down our democracy	No	-0.15555555555555559	0.2888888888888889	9
12007	program like Project Exile where the federal government intensifie arrest people who illegally use gun	Yes	-0.275	0.25	15
12882	and my judgment be that they do not want to give their freedom up to become communist	No	0.0	0.0	17
23355	I guess you would say I be a good steward of the land	No	0.7	0.6000000000000001	13
7442	John McCain be for I for president because he understand I have the right view in win the war on terror and that my plan will succeed in Iraq	No	0.5428571428571429	0.46785714285714286	29
24636	believe I people with AIDS be more than willing to take that risk	No	0.375	0.625	13
3337	as long as Vietnam North Vietnam do not give we a full and complete accounting of our miss in action I will never uh   go along with the admission of Vietnam to the United Nations	Yes	0.125	0.36250000000000004	35
33722	now she can say that her husband do well but boy do they suffer as NAFTA kick in because it do not really kick in very much but it kick in after they leave	No	0.08	0.23	34
33333	one of my first act will be to get all of the drug lord all of the bad one   we have some bad bad people in this country that have to go out	No	-0.4624999999999999	0.5833333333333333	33
11702	and we can not do that	No	0.0	0.0	6
2507	be it   be it because that somehow middleclass family be go to benefit too much from they	No	0.2	0.2	17
21432	our child will not see the american dream because of this debt that somebody somewhere drop on we	No	0.0	0.0	18
19471	that be the bottom line	No	0.0	0.0	5
13677	he refer to one tax increase	No	0.0	0.0	6
5978	so I think we can easily within seven eight ten year if we put our mind to it we can eliminate our dependence on the place in the world that harm our national security if we do not achieve our independence	No	0.21666666666666667	0.4166666666666667	41
25827	you be a cardiologist it would not affect you	No	0.0	0.0	9
19339	I prove that I will sign reasonable tort reform	No	0.2	0.6	9
7348	we have expand Pell Grants by a million student	Yes	0.0	0.0	9
11236	we have get to provide moral support to the Poles and Estonia and Latvia and all of the nation that be former soviet satellite	No	0.0	0.125	24
19565	he make that decision when he commit young man or young woman who be go to go round and defend our liberty and our freedom	No	0.0	0.4000000000000001	25
10548	now I have get to correct a little bit of Senator McCain be history not surprisingly	No	-0.26875	0.5	16
19550	and institution be begin to function	No	0.0	0.0	6
7206	but more importantly we have reform the system to make sure that we solve problem early before they be too late	No	0.24	0.6577777777777778	21
6315	and if we be go to do some of the thing you mention like lower loan rate or what have you somebody have get to pay for it	No	0.0	0.0	28
28697	and so I do not support censorship	No	0.0	0.0	7
1963	the president say he would cut the deficit in half	Yes	-0.16666666666666666	0.16666666666666666	10
18728	and China be a get a lot of influence over North Korea some way more than we do	Yes	0.5	0.5	18
7041	and it be one of the large decline in our history	Yes	0.21428571428571427	0.42857142857142855	11
24296	Russia and its republic be out of control or at good in weak control right now	No	0.20357142857142854	0.5869047619047619	16
9593	and she work hard every day and make a lot of sacrifice to make sure we get everything we need	No	0.10416666666666666	0.7152777777777777	20
27640	we end the war in Iraq refocus our attention on Afghanistan and we do deliver a surge of troop	No	0.0	0.0	19
6793	that be why I fight to clean up the environment and protect this earth	No	0.3666666666666667	0.7000000000000001	14
21936	if the question   maybe I   get it wrong	No	-0.5	0.9	8
17976	I have a plan to have a summit with all of the ally something this president have not yet achieve not yet be able to do to bring people to the table	Yes	0.5	0.625	32
21226	mine be I want to empower people in their own life	No	0.6	1.0	11
25639	will we do the thing that we know must be do and know that one day down in history 100 year or perhaps before someone will say thank God for those people back in the 1980 be for preserve our freedom for save for we this bless planet call Earth with all its grandeur and its beauty	No	-0.07777777777777779	0.14444444444444446	57
32251	  so that we will be able to take care of people without the necessary fund to take care of themselves	No	0.25	0.8125	20
22334	this lady say here how have you be affect by the economy	No	0.0	0.0	12
13642	we do not do it fast than that because we do not want to disrupt the economy	No	0.2	0.6	17
17821	we have get to deal with this problem and those of we who want to be your President should tell you now what we be go to do so you can make a judgment	No	0.0	0.0	34
1591	it use to be that the average   uh family could own a house	Yes	0.22499999999999998	0.7	13
23495	I can remember be in upstate New York talk to FBI agent that help bust a Lackawanna cell up there	No	0.13636363636363635	0.45454545454545453	20
23840	kid go to bed at night without the same fear of nuclear war	No	0.0	0.125	13
27315	that be actually mine actually Mr President	No	0.0	0.1	7
9873	number two we be go to have to stop illegal immigration	No	-0.5	0.5	11
12050	well I be not for photo licensing	No	0.0	0.0	7
25613	it be time for America to find new leadership	No	0.13636363636363635	0.45454545454545453	9
21977	it be because America have not invest in its people	No	0.0	0.0	10
20486	I be disappoint in the ruling because I think abortion ought to be more rare in America and I be worried that that pill will create more abortion and cause more people to have abortion	No	0.45	0.6	35
9323	how much do you cut they by then	No	0.2	0.2	8
27604	and when we do thing like that   when we bring those who have harm we to justice that send a message to the world and it tell Peyton ph that we do not forget her father	No	0.0	0.0	36
7940	that be how the United States begin to prepare for its great action in World War II and in the postwar period	No	0.45	0.425	22
12149	we spend a lot of money to make sure people get health care in the State of Texas and we be do a well job than they be at the national level for reduce uninsured	Yes	0.5	0.8888888888888888	35
30361	she do not have the look	No	0.0	0.0	6
19238	but it be simply wrong to finance their last scheme to cut Medicare 270 billion to run the risk of it wither on the vine	No	-0.25	0.48333333333333334	25
10350	I be able also to get our school rank number one in the nation so 100 percent of our kid would have a bright opportunity for a future	Yes	0.1	0.6124999999999999	28
25883	the President tell you in 92 he would cut it 67 billion	No	0.0	0.0	12
15353	Barbara reluctant as I be to say anything critical about Governor Reagan I will try to answer your question	No	0.0	0.8	19
11057	it have not work for America	No	0.0	0.0	6
16385	thank you and God bless you	No	0.0	0.0	6
23491	our law enforcement must have every tool necessary to find and disrupt terrorist at home and abroad before they hurt we again	No	0.0	1.0	22
28554	if we catch somebody illegally sell a gun there need to be a consequence	No	-0.5	0.5	14
4018	he be 22 year old and he be kill in combat outside of Baghdad Matthew Stanley before Christmas last year	No	0.03333333333333333	0.10555555555555556	20
9966	Mr President have you look at your pension	No	0.0	0.0	8
10670	as far as health care be concern obviously everyone be struggle to make sure that they can afford their premium and that they can have affordable and available health care	No	0.25	0.6972222222222222	30
32137	it be nice to   one on three	No	0.6	1.0	7
14218	that be just what the president do when he veto the Family Leave Act	Yes	0.0	0.0	14
32370	and they do not want they	No	0.0	0.0	6
18752	Colin Powell our secretary of state announce one day that we be go to continue the dialog of work with the North Koreans	Yes	0.0	0.0	23
17304	a minister who be in civil right or in the conservative movement because he believe his faith instruct he to do that I admire	No	0.2857142857142857	0.5357142857142857	24
15786	some of they be in public life in the Senate the Congress	No	0.0	0.06666666666666667	12
29233	well let be stop for a second and remember where we be eight year ago	No	0.0	0.0	15
27529	and the fact be while we be coordinate an international coalition to make sure these sanction be effective you be still invest in a chinese state oil company that be do business with the iranian oil sector	Yes	0.275	0.4222222222222222	37
34034	we will find out on November 8th	No	0.0	0.0	7
1378	and in addition to that put forward a proposal that be adopt and use throughout my own term of office of selection of   for all judge and district attorney or prosecute attorney on the basis of merit	Yes	0.6	1.0	37
7318	I be chairman of it once	No	0.0	0.0	6
15239	with our modern technology yes we can burn our coal within the limit of the Clean Air Act	Yes	0.2833333333333333	0.5	18
527	think about that father down there in Houston who have to tell his youngster that he can not play little league ball that he can not go out on the ball field because he be afraid he be go to get hurt	No	-0.3143518518518518	0.562962962962963	42
1685	I have have the occasion over the last couple of year of meet people across the country	No	0.0	0.06666666666666667	17
17036	the individual worker in the plant throughout the United States should not be a small cog in a big machine	No	-0.08333333333333333	0.3	20
2223	but people make their own choice	No	0.6	1.0	6
13207	what we be now talk about be the Vice President be determination to guarantee Quemoy and Matsu which be four and five mile off the coast of Red China which be not within the treaty area	Yes	0.0	0.0	36
12018	I think we ought to raise the age at which a juvenile can carry a handgun from 18 to 21	No	-0.25	0.25	20
16868	my average in two year be twentysix	Yes	-0.15	0.39999999999999997	7
10825	so Medicare it be go to be a little tough	No	-0.2881944444444444	0.6666666666666667	10
22846	but the president be be slow to do that even in Russia	No	-0.30000000000000004	0.39999999999999997	12
19848	I have support all the education program	Yes	0.0	0.0	7
1247	uh   those uh program be design to help those who need it most	No	0.5	0.5	13
5987	now from the start of this campaign I have identify this as one of my top priority and here be what I think we have to do	No	0.5	0.5	27
928	let be try to expand our market abroad	No	0.0	0.0	8
24642	2nd thing there be not many time in your life when you get to talk to a whole country	No	-0.016666666666666663	0.3	19
8218	I respect the sincerity which he m which he make that suggestion	No	0.0	0.0	12
33346	we have 11 million undocumented people	Yes	0.0	0.0	6
14815	America have never get in a war because we be too strong	No	0.4333333333333333	0.7333333333333333	12
26355	I see my friend Senator Mitchell	No	0.0	0.0	6
187	so the answer lie it seem to I in full enforcement of the catastrophic program	No	0.35	0.55	15
12266	we need gas pipeline to bring the gas down	No	-0.15555555555555559	0.2888888888888889	9
21099	there be 23 trillion of surplus that we can use to make sure that young worker have a Social Security plan in the future	Yes	0.15833333333333333	0.37013888888888885	24
19110	and I look forward to discuss exactly how we be go to do it	No	0.25	0.25	14
14760	pretty simply who be the bestqualifie person up here on the stage to create job	No	0.125	0.6785714285714286	15
28208	try to find my light	No	0.4	0.7	5
23642	these be reasonable way to help promote a culture of life in America	No	0.2	0.6	13
30356	and if she ever win this race they will not be take care of	No	0.8	0.4	14
17124	and now we have a major question face the american people as to whether we will deal with this deficit and get it down for the sake of a healthy recovery	No	0.10173611111111111	0.32222222222222224	31
27548	we have free other nation from dictator	Yes	0.1375	0.5875	7
9507	because if you bring rate down it make it easy for small business to keep more of their capital and hire people	Yes	0.13194444444444445	0.5055555555555555	22
3280	the White House do not uh   prevent the release of that report	Yes	0.0	0.0	12
1772	I want to get America and North America energy independent so we can create those job	No	0.0	0.125	16
23623	that be why I think it be important	No	0.4	1.0	8
18263	that be exactly where we find ourselves today	No	0.25	0.25	8
3153	I have also advocate that we stop the sale by Germany and France of   processing plant for Pakistan and Brazil	Yes	0.0	0.0	20
2425	we do not put in place a board that can tell people ultimately what treatment they be go to receive	Yes	0.0	1.0	20
10601	there be a lot of blame to go around	No	0.0	0.0	9
2488	the private market and individual responsibility always work well	Yes	0.0	0.3875	9
29719	be this a wartorn country	No	0.0	0.0	5
13333	and I only want to say that however good the record be it be get to be well	No	0.35	0.8	18
17228	and when the President be ask the other day what do you want to cut in the budget	No	-0.125	0.375	18
29598	the report that say 650   which by the way a lot of friend of mine that know my business say boy that be really not a lot of money	No	-0.1	0.2	29
32242	President Obama by keep those line the boundary line around each state it be almost go until just very toward the end of the passage of Obamacare which by the way be a fraud	Yes	0.2	0.3	34
11417	it be a great tribute to our founder that 224 year later this nation be now look to by the people on every other continent and the people from every part of this earth as a kind of model for what their future could be	No	0.255	0.43	45
22152	I would rather answer her question first and then I will be glad to	No	0.375	0.6666666666666666	14
6983	now the president have never explain to America ever have not do it tonight where do the transitional money that 2 trillion come from	Yes	0.0	0.0	24
2208	and the president support take 716 billion out of that program	Yes	0.0	0.0	11
23506	they have get people allow to go into church now and political meeting without any showing of potential criminal activity or otherwise	No	-0.13333333333333333	0.55	22
15746	there be limit to this nation be ability to finance these weapon system	No	0.0	0.0	13
9871	People around the world with accredit degree in science and math get a green card staple to their diploma come to the US of A	Yes	-0.2	0.3	25
15897	and so I do not think that you make an exception base on medical knowledge at the time	No	-0.4	0.5	18
342	there be certain army basis that the act call for that can be use in certain case to shelter people when it be rough	Yes	0.10952380952380951	0.5142857142857142	24
19221	drug use have double the past 44 month all across America	Yes	-0.125	0.125	11
27913	have a tax code that reward company that be ship job overseas instead of company that be invest here in the United States that will not make we more competitive	No	0.5	0.5	30
30174	I be against the war	Yes	0.0	0.0	5
29022	since the assassination of our good leader in the 60 be since the Vietnam War since Watergate and because we need campaign finance reform	No	0.7	0.6000000000000001	24
16178	I have be to these national park	No	0.0	0.0	7
31858	I can not believe I be say that about myself but I guess I have be a politician	No	0.0	0.0	18
18434	the president say he would exhaust the remedy of the United Nations and go through that full process	No	0.35	0.55	18
6745	it basically protect state from the action of one state to another	No	0.1	0.1	12
2700	that be how we end the war in Iraq as I promise and that be how we be go to wind down the war in Afghanistan	No	-0.15555555555555559	0.2888888888888889	26
24360	so I would be firm	No	-0.2	0.4	5
10633	and now I suggest that maybe you go to some of these organization that be the watchdog of what we do like the Citizens against Government Waste or the National Taxpayers Union or these other organization that watch we all the time	No	-0.1625	0.1875	42
6755	I think we have to respect that	No	0.0	0.0	7
11208	and once they feel secure then they lead normal social economic political life the same thing that be happen in Iraq today	Yes	0.13055555555555556	0.2902777777777778	22
22648	I do believe Saddam Hussein be a threat	No	0.0	0.0	8
28200	so health care need to be affordable and available	No	0.4	0.4	9
34262	but if they ever do overthrow Assad you might end up with   as bad as Assad be and he be a bad guy but you may very well end up with bad than Assad	No	-0.47499999999999987	0.575	34
20718	I be one of only a few Democrats in the Senate to support the Persian Gulf War	No	-0.1	0.55	17
16834	uh   another system be where uhh   a dentist can invest money in say raise cattle and uh   can put in a hundred thousand dollar of his own money borrow nine hundred thousand dollar   nine hundred mi thousand dollar   that make a million   and mark off a great amount of uh   of loss uh   through that procedure	Yes	0.7	0.875	56
26511	it be a big big mistake	No	0.0	0.1	6
1731	I do not have a tax cut of a scale that you be talk about	Yes	0.0	0.0	15
8484	if the majority of the member of the Congress feel that these particular proposal be good issue   the majority of those who be Democrats   why do not they pass they and send to the President and get a veto and have an issue	No	0.4333333333333333	0.4666666666666667	43
33216	well I be upset because unfortunately dozen of toddler injure themselves even kill people with gun because unfortunately not everyone who have load gun in their home take appropriate precaution	Yes	0.08333333333333333	0.8333333333333334	30
21046	I can not let the man continue with fuzzy math	No	0.0	0.0	10
5945	that be an example of I think the kind of use of the scalpel that we want to make sure that we be fund some of those program	No	0.55	0.8944444444444444	28
15284	the rest as to whether the land be go to be open in the next five year or so   we be already five year behind in what we should be do	No	-0.13333333333333333	0.39999999999999997	31
25900	my position have always be that the job of the United States be to minimize the risk of peace	No	0.0	0.0	19
19348	let be be honest about it	No	0.6	0.9	6
18872	and certainty sometimes can get you in trouble	No	-0.2	0.2	8
29368	and people have look at both of our plan have conclude that mine would create 10 million job and yours would lose we 35 million job and explode the debt which would have a recession	Yes	0.0	0.0	35
2006	it be now four year later	No	0.0	0.0	6
1395	once the uh   search and analysis procedure have be complete and once I be give a list of the five or seven or ten uh   good qualified person in the country I would make a selection from among those uh   person	No	0.26666666666666666	0.3333333333333333	41
26940	that be   that be important of course	No	0.4	1.0	7
12884	and I believe if we identify ourselves with that force if we identify ourselves with it as Lincoln as Wilson do as Franklin Roosevelt do if we become know as the friend of freedom sustain freedom help freedom help these people in the fight against poverty and ignorance and disease help they build their life I believe in Latin America Africa and Asia eventually in the Eastern Europe and the Middle East certainly in Western Europe we can strengthen freedom	No	0.0	0.0	80
32752	General George Patton General Douglas MacArthur be spin in their grave at the stupidity of what we be do in the Middle East	No	-0.12499999999999999	0.5	23
10336	I care about 100 percent of the american people	No	0.0	0.0	9
12171	there be only be one governor ever elect to backtoback fouryear term and that be I	Yes	0.4	0.95	16
27333	we do it by get   by reduce spending in a whole series of program	No	0.2	0.4	14
8853	New York be be tax for money that will then go to Detroit	Yes	0.13636363636363635	0.45454545454545453	13
18247	a free Iraq will set a powerful example in the part of the world that be desperate for freedom	No	0.033333333333333326	0.9333333333333332	19
6224	and he will say it have something to do with Roe v Wade about the Illinois State Senate	No	0.0	0.0	18
10021	so nobody be more concerned about their safety and security than I be	No	0.5	0.5	13
23050	and in 2006 our senior will get prescription drug coverage	No	0.0	0.0	10
3190	what be more moral than for the United States under the Ford administration to take the lead in southern Africa in the Middle East	No	0.125	0.1875	24
14845	but what we have do be use that enormous power and prestige and military strength of the United States to preserve the peace	No	-0.05	0.5	23
20134	we have the right approach for the future and look at the result	No	0.14285714285714285	0.33035714285714285	13
10218	boy great question and important question because you be absolutely right	No	0.49523809523809526	0.7619047619047619	11
25000	there be be no change in my attitude at all	No	0.0	0.0	10
2231	Jim if I   if I can just respond very quickly first of all every study have show that Medicare have low administrative cost than private insurance do which be why senior be generally pretty happy with it	Yes	0.26	0.6016666666666667	37
16139	give our farm family a decent income with spend 20to 25 billion a year on farm subsidy and I be sure we can do that	No	0.3333333333333333	0.7777777777777777	25
33652	they be go to start hire people	No	0.0	0.0	7
22620	and the unique threat be that he could give weapon of mass destruction to an organization like Al Qaida and the harm they inflict on we with airplane would be multiply greatly by weapon of mass destruction	No	0.5875	0.875	37
1231	and this administration having be in office now for two year or more have still not take strong and bold action to stop the proliferation of nuclear waste around the world particularly plutonium	Yes	0.22222222222222224	0.3888888888888889	33
21791	now I have set as strong an example as I can then at that point when we sit down over at Capitol Hill   tomorrow night I be go to be talk about government reform   it be a long subject you would not let I finish tonight	No	0.015277777777777758	0.43888888888888883	46
15984	I be not out there when that stock market drop wring my hand and say this be the end of the world as some political leader be because it be not the end of the world	No	0.0	0.1	36
10313	that be why we have to emphasize manufacture	No	0.0	0.0	8
15876	but they be basically american I believe in they	No	0.0	0.0	9
11089	and again I know those situation	No	0.0	0.0	6
3962	you do not say that out loud	No	0.1	0.8	7
2839	I do not believe we should move to a coldwar relationship	No	0.0	0.0	11
11031	so we be peacemaker and we be peacekeeper	No	0.0	0.0	8
12578	I indicate that I would defend those island if the attack be direct against Pescadores and Formosa which be part of the Eisenhower policy	Yes	0.1	0.4	24
76	but if our government itself be do business with people who we know be engage in drug profiteering and drug trafficking if we do not understand that that send out a very very bad message to our young people it be a little difficult for I to understand just how we can reach out to that youngster that I talk about and to young people like she all over the country and say to they we want to help you	No	-0.27949999999999997	0.6333333333333333	80
32802	and now she want to sign TPP even though she say now she be for it	Yes	0.0	0.0	16
8975	the truth of the matter be we do cut the increase in spending in half	Yes	-0.16666666666666666	0.16666666666666666	15
1775	I want to underline that no tax cut that add to the deficit	No	0.0	0.0	13
15875	we may think that you deal with they in different way	No	0.0	0.6	11
23299	and I suspect give his record he be go to raise taxis	No	0.0	0.0	12
17128	what that mean be that we will continue to have devastating problem with foreign trade	No	-0.4791666666666667	0.6041666666666666	15
29907	well nobody be press it nobody be care much about it	No	0.2	0.2	11
23727	now I vote the way I vote because I see that he have the policy wrong and I want accountability	No	-0.5	0.9	20
33320	all of the problem   the single big problem be heroin that pour across our southern border	Yes	-0.023809523809523808	0.10476190476190476	16
20566	it would be likely that they would uphold Roe v Wade	No	0.0	1.0	11
3710	we now have defense system that the cost be completely out of control	Yes	0.1	0.4	13
7827	that be why I have a program for education a program in the case of equal job opportunity and one that would also deal with our old citizen	No	0.05	0.225	28
24576	we do not have a person to waste in this country	No	-0.2	0.0	11
1269	we be expand our homestead uh   housing program	No	0.0	0.0	8
20558	I just tell you the criterion on which I will appoint judge	No	0.0	0.0	12
16570	I think we give they a good opportunity   we be   I do not think we should go any further	No	0.35	0.55	19
32701	he and I have not speak and I disagree	No	0.0	0.0	9
32337	we by no means be carry anywhere near the load that Europe and other be	No	-0.012499999999999997	0.3875	15
20795	let I talk about tax cut one more time	No	0.5	0.5	9
1333	and therefore they should not be treat lightly	No	0.4	0.7	8
17875	but I be determined that if ever our man be call on they should have the good that we can provide in the manner of tool and weapon	No	0.7	0.6000000000000001	28
1531	I see they work I see they make very hard decision	No	-0.3791666666666667	0.7041666666666666	11
13368	so in my judgment we would spend more money in this Administration on aid to education we would spend more money on housing we would spend more money and I hope more wisely on defense than this Administration have	No	0.54	0.58	39
19640	his running mate Jack Kemp once say that Bob Dole never meet a tax he do not hike	Yes	0.0	0.0	18
27593	in the same way that you say you would have end the war in Iraq but recently give a speech say that we should have 20000 more folk in there	Yes	0.16666666666666666	0.2916666666666667	30
11690	we still have lot of troop in Europe	No	0.0	0.0	8
33669	when President Obama come into office he inherit the bad economic disaster since the Great Depression	Yes	0.10000000000000007	0.5388888888888889	16
13096	we have a war when we come into power in 1953	Yes	0.0	0.0	11
7849	fourthly I believe we should not carry out a hard money high interest rate policy which helped intensify certainly the recession of 1958 and I think help bring the slowdown of 1960	No	0.020654761904761898	0.4132738095238095	32
29178	I have a different experience	No	0.0	0.6	5
25045	a President must know those thing	No	0.0	0.0	6
27889	you be very clear that you would not provide government assistance to the US auto company even if they go through bankruptcy	Yes	0.13000000000000003	0.4983333333333333	22
9077	I do not think you do think that	No	0.0	0.0	8
8575	that be the same percentage that it be twenty year ago	Yes	0.0	0.125	11
17793	now again to get to whether I be depend on magic I think I have talk in straight economic term about a program of recovery that I be tell would not work	No	0.3	0.5333333333333333	32
6891	well two lead national news network have both say the president be characterization of my healthcare plan be incorrect	Yes	0.0	0.0	19
6529	it be not work for the american family	No	0.0	0.0	8
25572	a President to defend this country and to get arm control must master what be go on	No	0.0	0.0	17
29481	it get we into the mess we be in in 2008 and 2009	Yes	-0.175	0.175	13
6733	and I also know in a free society people consent adult can live the way they want to live	No	0.19318181818181818	0.525	19
354	a lot of they be mentally sick	No	-0.7142857142857143	0.8571428571428571	7
8939	how well it could be do	No	0.0	0.0	6
3590	I do not win Miss Congeniality in the United States Senate	No	-0.4	0.4	11
19042	we will strengthen our intelligencegathere service	No	0.0	0.0	6
28593	but that be the good news	No	0.7	0.6000000000000001	6
8283	in regard to the exchange of student and labor union I be chairman of the subcommittee on Africa and I think that one of the most unfortunate phase of our policy towards that country be the very minute number of exchange that we have	Yes	0.06666666666666667	0.6	44
17326	we have never have any difficulty find time to pray	No	0.0	0.0	10
29171	that be not how we grow the economy	No	0.0	0.0	8
17374	as the record develop I think it be go to become increasingly clear that what I be say and where I want to take this country be exactly where the country want to go and the comparison of approach be such that I think will lead to further strength	No	0.08750000000000001	0.4083333333333333	49
18036	and smart mean not divert your attention from the real war on terror in Afghanistan against Osama bin Laden and take if off to Iraq where the 911 Commission confirm there be no connection to 911 itself and Saddam Hussein and where the reason for go to war be weapon of mass destruction not the removal of Saddam Hussein	Yes	0.033928571428571426	0.5434523809523809	59
13922	now you know watch this   listen very carefully to this	No	-0.13	1.0	10
10966	if you be a parent and you be struggle to get health insurance for your child Senator Obama will fine you	Yes	0.4166666666666667	0.5	21
1146	now he do use uh   illadvise word but I think in the fact that he apologize that he be reprimand uh   do permit he to stay on and continue that kind of leadership that be we so badly need as we enter into uh   negotiation uh   under the SALT II agreement or if we have operation that might be develop uh in the Middle East or southern Africa in the Pacific uh   we need a man with that experience that knowledge that knowhow and I think in light of the fact that he have uh   apologize uh   would not have justify my asking for his resignation	Yes	0.06000000000000003	0.4533333333333333	106
6997	and we will take care of Social Security	No	0.03333333333333333	0.06666666666666667	8
8957	but he be go to get a halfatrillion dollar more over the next five year that he can use for additional program or hopefully someplace down the line balance the budget	No	0.11481481481481481	0.262962962962963	31
14310	as I say the other night I hope a lot of they lose because they be liberal Democrats	No	-0.125	0.375	18
22349	you be not impressed with the fact that he	No	-0.5	1.0	9
448	and I think most people know my position on the sanctity of life	No	0.5	0.5	13
29696	I have lay out a platform that I think would begin to remedy some of the problem we have in the criminal justice system	No	-0.4	0.55	24
8831	but that be not the 54 billion cost that John be talk about	No	0.0	0.0	13
17239	any proposal that I make at that time be at the request of the chairman a Democrat of one of the lead committee who say we have to do something before the program go broke and the check bounce	Yes	0.0	0.0	39
12836	we do not help it	No	0.0	0.0	5
33841	and after that a number of woman have come forward say that be exactly what he do to they	Yes	0.25	0.25	19
18455	my opponent just say something amazing	No	0.6000000000000001	0.9	6
4059	my reading of the threat from Iran be that if Iran acquire nuclear weapon it be an existential threat to the State of Israel and it be a threat to other country in the region because the other country in the region will feel compelling requirement to acquire nuclear weapon as well	No	0.016666666666666663	0.45	52
16	I think we have see a deterioration of value	No	0.0	0.0	9
21799	I do not think there be any villain but boy be the system rotten	No	0.0	0.0	14
9814	the middle class be getting crush under the policy of a president who have not understand what it take to get the economy work again	No	0.0	0.0	25
25393	but the fact of it be we be so far away from research that even come close to that that the Director of Engineering Research at the Defense Department say to get there we would have to solve eight problem each of which be more difficult than the atomic bomb and the Manhattan project	Yes	0.033333333333333326	0.8333333333333334	54
17625	with regard to Medicare no but it be time for we to say that Medicare be in pretty much the same condition that Social Security be and something be go to have to be do in the next several year to make it fiscally sound	No	0.1261904761904762	0.25595238095238093	45
14929	but that can not hide the fact that there be eight million man and woman out of work in America today and two million of those lose their job in just the last few month	Yes	-0.1	0.08333333333333334	35
4218	there be a pipeline that run from the Caspian through Georgia through Turkey	No	0.0	0.0	13
18132	you do not take America to war unless have the plan to win the peace	No	0.8	0.4	15
20265	and he be get a lot of experience but so do I	No	0.0	0.0	12
21269	she get a small pension but in order to pay for her prescription drug benefit she have to go out seven day a week several hour a day pick up can	No	-0.125	0.2	31
25614	please join I in this cause to move confidently and with a sense of assurance and command to build the bless future of our nation	No	0.25	0.4791666666666667	25
20535	the voter should assume I have no litmus test on that issue or any other issue	No	-0.125	0.375	16
6528	this really underscore the problem with the american healthcare system	No	0.1	0.1	10
25392	if we could develop a principle that would say both side could fire all their missile and no one would get hurt I suppose it be a good idea	No	0.7	0.6000000000000001	29
1281	in addition uh   the Department of Justice be fully enforce and enforce effectively the Voting Rights Act the legislation that involve job housing for minority not only black but all other	Yes	0.07708333333333334	0.6520833333333333	31
17004	it be not the America that we have to have in the future	No	0.0	0.125	13
