tweet_id	tweet_text	class_label	text_length	hashtags	mentions	text_length_category	class_label_encoded	hashtags_frequency	hashtags_sentiment	hashtags_topics
8813	<s>I saw a high school that is military.</s>	No	37			31-40	0	0	0.0	0
14427	<s>All our Arab allies out there thought we ought to do just exactly that.</s>	No	71			71-80	0	0	0.0	0
380	<s>You know, back after World War II when we had hundreds of thousands of GIs who came back from the war, we didn't sit around.</s>	Yes	126			100+	1	0	0.0	0
13614	<s>And what I don't like is trickle down government.</s>	No	49			41-50	0	0	0.0	0
9700	<s>I want to add more free trade agreements so we'll have more trade.</s>	No	66			61-70	0	0	0.0	0
28755	<s>And we can renew and rekindle the American spirit and make our future what our founders dreamed it could be.</s>	No	108			100+	0	0	0.0	0
37	<s>But it's important that our leaders demonstrate those values from the top.</s>	No	74			71-80	0	0	0.0	0
19309	<s>I had a person in the Oval Office who lost a child in a school bus accident where a drunk driver caused the accident directly, but there were problems with the school bus.</s>	Yes	173			100+	1	0	0.0	0
3257	<s>- he had directed his - diplomatic relation - - - representative to yield to the Panamanians full sovereignty over the Panama Canal Zone at the end of a certain period of time.</s>	Yes	176			100+	1	0	0.0	0
20739	<s>I don't think it should be used as a piggy bank for other programs.</s>	No	67			61-70	0	0	0.0	0
10757	<s>That's an example of an unfair burden sharing.</s>	No	46			41-50	0	0	0.0	0
19285	<s>And it's also regulatory reform.</s>	No	32			31-40	0	0	0.0	0
6127	<s>Now, Joe, you're rich, congratulations, and you will then fall into the category where you'll have to pay a fine if you don't provide health insurance that Senator Obama mandates, not the kind that you think is best for your family, your children, your employees, but the kind that he mandates for you.</s>	Yes	304			100+	1	0	0.0	0
14955	<s>I'm confident that it can be done and that it will reduce inflation because I did it in California.</s>	Yes	99			91-100	1	0	0.0	0
24456	<s>Mr. Bush vetoed it twice because he says we can't do something seventy-two other countries do, even though there was a small business exemption.</s>	Yes	146			100+	1	0	0.0	0
13117	<s>It only whets their appetite; and then the question comes, when do you stop them?</s>	No	83			81-90	0	0	0.0	0
8912	<s>Miss Quinn</s><s>, I would be very happy to accept the challenge of your question tonight, to tell the voters of this country exactly what I think it's going to cost, because I believe that all too often in past elections, politicians have simply been promising people things that they cannot deliver.</s>	No	296			100+	0	0	0.0	0
29917	<s>But just like she can't bring back jobs, she can't produce.</s>	No	61			61-70	0	0	0.0	0
7534	<s>I'm optimistic that we'll win the war on terror, but I understand it requires firm resolve and clear purpose.</s>	No	111			100+	0	0	0.0	0
23979	<s>Well, let me--I have to correct one thing.</s>	No	44			41-50	0	0	0.0	0
24667	<s>I will have a unique mandate.</s>	No	29			21-30	0	0	0.0	0
7737	<s>Senator Kennedy has been hitting that point over and over again.</s>	No	64			61-70	0	0	0.0	0
26306	<s>It will require bigger cuts in Medicare than I vetoed last time.</s>	Yes	64			61-70	1	0	0.0	0
20070	<s>That's what this race is all about.</s>	No	35			31-40	0	0	0.0	0
24008	<s>It's got to be fair.</s>	No	20			11-20	0	0	0.0	0
351	<s>And I think maybe we could look back over our shoulders and wonder whether it was right to let all those mental patients out.</s>	No	125			100+	0	0	0.0	0
27267	<s>New business formation is down to the lowest level in 30 years under this administration.</s>	Yes	89			81-90	1	0	0.0	0
33341	<s>They work hard, they do everything they can to give her a good life.</s>	No	70			61-70	0	0	0.0	0
9290	<s>And if we do that, if we do what I'm planning on doing, which is getting us energy independent, North America energy independence within eight years, you're going to see manufacturing jobs come back.</s>	No	201			100+	0	0	0.0	0
3327	<s>And in November of 1975 I was the first president to order the executive branch to take action, affirmative action, through the Department of Commerce and other cabinet departments, to make certain that no American businessman or business organization should discriminate against Jews because of an Arab boycott.</s>	Yes	314			100+	1	0	0.0	0
30312	<s>It is essential that America's word be good.</s>	No	44			41-50	0	0	0.0	0
21450	<s>I'm spending my money -- not PAC money, not foreign money, my money -- to take this message to the people.</s>	Yes	108			100+	1	0	0.0	0
11757	<s>One being Russia, where we had IMF loans that ended up in the pockets of a lot of powerful people and didn't help the nation.</s>	Yes	127			100+	1	0	0.0	0
3309	<s>This is - what the American people want.</s>	No	40			31-40	0	0	0.0	0
428	<s>It's one of the reasons why we have a drug education and prevention program that is reaching out and helping youngsters all over our state, the kind of thing I want to do as president of the United States.</s>	No	207			100+	0	0	0.0	0
683	<s>Mr. Bush and Mr. Quayle do not.</s>	No	31			31-40	0	0	0.0	0
25251	<s>And let's talk about people we do control.</s>	No	42			41-50	0	0	0.0	0
20616	<s>But I think we need to be very careful in the present situation before we invite the Russians to play the lead role in mediating.</s>	No	129			100+	0	0	0.0	0
11937	<s>I'm not for gay marriage.</s>	No	25			21-30	0	0	0.0	0
21183	<s>I think the American people should take into account who we are as individuals, what our experience is, what our positions are on the issues and proposals are.</s>	No	161			100+	0	0	0.0	0
20485	<s>I don't think a president can do that.</s>	No	38			31-40	0	0	0.0	0
15925	<s>But I do think this, that the next president, even within a relatively stable budget and that's what we are going to have for the foreseeable future will have to make those tough choices that I was talking about and that Mr. Bush doesn't seem to want to make.</s>	No	261			100+	0	0	0.0	0
12779	<s>I didn't say we had the worst education in the world.</s>	Yes	53			51-60	1	0	0.0	0
15945	<s>And those two principles can now be applied to conventional forces, to strategic forces, provided</s>	No	99			91-100	0	0	0.0	0
508	<s>Let me just give you one other example.</s>	No	39			31-40	0	0	0.0	0
1144	<s>He served this nation with great, great skill and courage and bravery for thirty-five years.</s>	No	94			91-100	0	0	0.0	0
28522	<s>But we have an opportunity -- we have an opportunity to use our research and development capacities, the great technology of the United States, to make our military lighter, harder to find, more lethal.</s>	Yes	204			100+	1	0	0.0	0
15944	<s>The Soviets take out more than we do and the principle of intrusive verification.</s>	No	81			81-90	0	0	0.0	0
15608	<s>(Applause)</s><s></s><s>And so I'm still a little unclear as to whether he's for or against the tax increase.</s>	No	96			91-100	0	0	0.0	0
15325	<s>We also need to continue to index Social Security payments, so that if inflation rises, the Social Security payments would rise a commensurate degree to let the buying power of a Social Security check continue intact.</s>	No	219			100+	0	0	0.0	0
922	<s>I want to see rural redevelopment and I have been out front in favor of alternate sources of energy and one of them is gasohol and comes from using your corn and I think we can do better in terms of biodegradable for a lot of product, so I'm optimistic about the agricultural economy.</s>	No	286			100+	0	0	0.0	0
8671	<s>That we ought to... in addition to that, we ought to pay those retirement benefits on the basis of once a year, rather than twice a year, and save $750 billion.</s>	Yes	162			100+	1	0	0.0	0
28301	<s>They're not able to do it and our future depends upon it.</s>	Yes	57			51-60	1	0	0.0	0
16922	<s>And I don't think it's - the Congress is Mr. Ford's opponent; but if - if - if he insists that - that I be responsible for the Democratic Congress, of which I'm - have not been a part, then I think it's only fair that he be responsible for the Nixon administration in its entirety, of which he was a part.</s>	No	307			100+	0	0	0.0	0
3774	<s>I have fought to cut spending.</s>	Yes	30			21-30	1	0	0.0	0
7654	<s>That of course was rejected as was the government contracts provision by the special session of the Congress to - in which Mr. Kennedy was quite active.</s>	Yes	152			100+	1	0	0.0	0
2890	<s>I've served as the Governor of Georgia and have traveled extensively in foreign countries and South America, Central America, Europe, the Middle East and in Japan.</s>	No	165			100+	0	0	0.0	0
20963	<s>You know, as governor, one of the things you have to deal with is catastrophe.</s>	No	80			71-80	0	0	0.0	0
2452	<s>And the fact of the matter is that, when Obamacare is fully implemented, we're going to be in a position to show that costs are going down.</s>	No	141			100+	0	0	0.0	0
33167	<s>But these were statements that should never, ever have been made.</s>	No	67			61-70	0	0	0.0	0
12229	<s>I think that in this 21st century we will soon see the consequences of what's called global warming.</s>	No	100			91-100	0	0	0.0	0
9770	<s>And I suspect he'll keep those too.</s>	No	35			31-40	0	0	0.0	0
22001	<s>So at least we have time to work with it.</s>	No	41			41-50	0	0	0.0	0
11891	<s>There is nothing more prejudiced than not educating a child.</s>	No	60			51-60	0	0	0.0	0
12770	<s>I've just as high a devotion, just as high an opinion.</s>	No	56			51-60	0	0	0.0	0
23078	<s>If they're safe, they're coming.</s>	No	34			31-40	0	0	0.0	0
2571	<s>And the key to great schools, great teachers.</s>	No	47			41-50	0	0	0.0	0
27628	<s>I can tell you at the same time, that we will make sure that we look at what's happening in Pakistan, and recognize that what's happening in Pakistan is going to have a major impact on the success in Afghanistan.</s>	No	214			100+	0	0	0.0	0
25109	<s>First of all, when we and our allies -- the Italians, the French, and the United Kingdom -- went into Lebanon, we went in there at the request of what was left of the Lebanese Government to be a stabilizing force while they tried to establish a government.</s>	Yes	258			100+	1	0	0.0	0
23132	<s>You might say that took a lot of hard work.</s>	No	43			41-50	0	0	0.0	0
17015	<s>And I believe that if we can tap the tremendous untapped reservoir of innate strength in this country, that we can once again have a government as good as our people, and let the world know what we still know and hope for - that we still live in the greatest and the strongest and the best country on earth.</s>	No	309			100+	0	0	0.0	0
7465	<s>When I met her in the backyard at Joe and Jan 'Neill's in Midland, Texas, it was the classic backyard barbecue.</s>	No	113			100+	0	0	0.0	0
9924	<s>No, let -- let -- let me go back and speak to the points that the president made and -- and -- and let's get them correct.</s>	No	124			100+	0	0	0.0	0
6486	<s>My opponent just this weekend talked about how terrorism could be reduced to a nuisance, comparing it to prostitution, illegal gambling.</s>	No	138			100+	0	0	0.0	0
11038	<s>We don't have time for on-the-job training, my friends.</s>	No	57			51-60	0	0	0.0	0
22919	<s>Now, I'm going to add 40,000 active duty forces to the military, and I'm going to make people feel good about being safe in our military, and not overextended, because I'm going to run a foreign policy that actually does what President Reagan did, President Eisenhower did, and others.</s>	No	287			100+	0	0	0.0	0
16827	<s>Not only that, but it robs this country of jobs, because instead of coming back with that million dollars and creating a shoe factory, say in New Hampshire or Vermont, if the company takes the money down to Italy and - and builds a shoe factory, they don't have to pay any taxes on the money.</s>	No	294			100+	0	0	0.0	0
32273	"<s>He won't use the term radical Islamic terrorism.</s><s>""</s>"	No	51			51-60	0	0	0.0	0
13455	<s>I favor the present depletion allowance.</s>	No	40			31-40	0	0	0.0	0
19326	<s>We're the only two lawyers in Washington that trust each other.</s>	No	63			61-70	0	0	0.0	0
11444	<s>I think that one of the problems that we have faced in the world is that we are so much more powerful than any single nation has been in relationship to the rest of the world than at any time in history, that I know about, anyway.</s>	No	232			100+	0	0	0.0	0
28099	<s>I talked about the principles and the issues that I think are important in a patient's bill of rights.</s>	No	102			100+	0	0	0.0	0
26557	<s>A lot of people are busy and it's hard for them to just get there and vote.</s>	No	75			71-80	0	0	0.0	0
11063	<s>If we could've stopped Rwanda, surely, if we had the ability, that would be something that we would have to strongly consider and act.</s>	No	136			100+	0	0	0.0	0
33347	<s>They have 4 million American citizen children, 15 million people.</s>	Yes	67			61-70	1	0	0.0	0
17581	<s>And I think that most of our people -- this is why we had a 25-percent tax cut across the board which maintained the same progressivity of our tax structure in the brackets on up.</s>	Yes	179			100+	1	0	0.0	0
19245	<s>I wouldn't violate anything my mother said.</s>	No	43			41-50	0	0	0.0	0
23196	<s>We've increased money for ammunition and weapons and pay and homeland security.</s>	Yes	79			71-80	1	0	0.0	0
6904	<s>And I don't think a lot of people are going to want to keep what they have today.</s>	No	81			81-90	0	0	0.0	0
13308	<s>It must be a test of a man.</s>	No	27			21-30	0	0	0.0	0
6858	<s>Medicare is paid for by the American taxpayer.</s>	Yes	46			41-50	1	0	0.0	0
33665	<s>He will, through his massive tax cuts, add $20 trillion to the debt.</s>	Yes	70			61-70	1	0	0.0	0
5636	<s>And they went out and bought up these mortgages.</s>	Yes	48			41-50	1	0	0.0	0
18109	<s>That's why Zarqawi and his people are trying to fight us.</s>	No	57			51-60	0	0	0.0	0
16491	<s>I'm sure that you know that in the resolutions passed by the Congress, that have added about $17 billion in more spending, by the Congress over the budget that I recommended.</s>	Yes	176			100+	1	0	0.0	0
4252	<s>That means that we, as one of the biggest consumers of oil -- 25 percent of the world's oil -- have to have an energy strategy not just to deal with Russia, but to deal with many of the rogue states we've talked about, Iran, Venezuela.</s>	No	237			100+	0	0	0.0	0
9018	<s>And I have said freely, all over this country, that it was a mistake for me or anyone to ever try to put the Judeo-Christian heritage of this country, important as it is, and important as my religious faith is to me - it's a very deeply personal matter.</s>	Yes	255			100+	1	0	0.0	0
16391	<s>I want to hold the line on taxes, and keep this the longest expansion in modern history going until everybody in America benefits.</s>	No	132			100+	0	0	0.0	0
28874	<s>You get a plan that will include prescription drugs, a plan that will give you options.</s>	No	89			81-90	0	0	0.0	0
3305	<s>I don't know if that's exactly accurate or not.</s>	No	47			41-50	0	0	0.0	0
18321	<s>The European countries have a stake in not having total disorder on their doorstep.</s>	No	83			81-90	0	0	0.0	0
19629	<s>In my view, the policy has failed.</s>	No	36			31-40	0	0	0.0	0
33596	<s>That's why I want more technical education in high schools and in community colleges, real apprenticeships to prepare young people for the jobs of the future.</s>	No	160			100+	0	0	0.0	0
28772	<s>And I came to the conclusion that our love was strong enough to be able to do it.</s>	No	81			81-90	0	0	0.0	0
19942	<s>I don't believe in discrimination.</s>	No	34			31-40	0	0	0.0	0
21253	<s>We have this incredible prosperity, but a lot of people have been left behind.</s>	No	80			71-80	0	0	0.0	0
24265	<s>These interest rates we have now don't make any sense.</s>	No	54			51-60	0	0	0.0	0
19862	<s>I just don't believe we ought to be out there running down teachers and attacking them the way you did at the Republican convention.</s>	No	132			100+	0	0	0.0	0
22714	<s>Think about it: They're going from tyranny to elections.</s>	No	56			51-60	0	0	0.0	0
13975	<s>I want to change it.</s>	No	20			11-20	0	0	0.0	0
19795	<s>So it seems to me that we can talk about what we call Kenny, the great exaggerator.</s>	No	85			81-90	0	0	0.0	0
24043	<s>The European Community is in a position to pay a lot more than they have in the past.</s>	Yes	85			81-90	1	0	0.0	0
17797	<s>As to what we might do, and find in further savings cuts, no, we're not going to starve the hungry.</s>	No	101			100+	0	0	0.0	0
27330	<s>I'd be happy to have you take a look.</s>	No	37			31-40	0	0	0.0	0
8862	<s>We could have an urban homestead act.</s>	No	37			31-40	0	0	0.0	0
14247	<s>I think that's the essence of leadership, rather than cutting deals in dark rooms in Washington.</s>	No	98			91-100	0	0	0.0	0
32680	<s>But look at that deal.</s>	No	22			21-30	0	0	0.0	0
19371	<s>It wasn't until election year, Mr. President, that you ever thought about stopping smoking.</s>	Yes	93			91-100	1	0	0.0	0
24033	<s>But let's not cut into the muscle, and let's not cut down our insurance policy, which is participation of American forces in NATO, the greatest peace- keeping organization ever made.</s>	No	184			100+	0	0	0.0	0
20032	<s>I don't know, I'm not questioning anybody.</s>	No	44			41-50	0	0	0.0	0
25459	<s>Why I disagree with the MX is that it's a sitting duck.</s>	No	55			51-60	0	0	0.0	0
10505	<s>Well, Warren would be a pretty good choice -- Warren Buffett, and I'm pleased to have his support.</s>	No	100			91-100	0	0	0.0	0
10059	<s>We have Iran four years closer to a nuclear bomb.</s>	No	49			41-50	0	0	0.0	0
28312	<s>When you total up all the federal spending he wants to do, it's the largest increase in federal spending in years.</s>	Yes	116			100+	1	0	0.0	0
26282	<s>Now, the President can say well he wants to mend it, not end it.</s>	No	66			61-70	0	0	0.0	0
34415	<s>What we need to do is go after...</s><s></s>	No	33			31-40	0	0	0.0	0
12296	<s>The electric decontrol bill that I fought for and signed in Texas has mandatory emission standards, Mr. Vice President.</s>	Yes	121			100+	1	0	0.0	0
7458	"<s>I said, OK, you've got a deal.</s><s>""</s>"	No	33			31-40	0	0	0.0	0
11246	<s>We tend to be reactive.</s>	No	23			21-30	0	0	0.0	0
18466	<s>I don't think he misled you when he said that, you know, anyone who doubted whether the world was better off without Saddam Hussein in power didn't have the judgment to be president.</s>	No	184			100+	0	0	0.0	0
7872	<s>Because we disagree very fundamentally on the position of the United States, and if his view prevails then I think that's going to bring an important result to this country in the sixties.</s>	No	190			100+	0	0	0.0	0
12448	<s>Because I want to give new choices to parents.</s>	No	46			41-50	0	0	0.0	0
23630	<s>I'm trying to decipher that.</s>	No	28			21-30	0	0	0.0	0
26660	<s>We're selling Japanese rice from California for the first time.</s>	Yes	63			61-70	1	0	0.0	0
9030	<s>I I think that, technically, I know this is a difficult and an emotional problem, and many people sincerely feel on both sides of this, but I do believe that maybe we could find the answer through medical evidence, if we would determine once and for all, is an unborn child a human being?</s>	No	290			100+	0	0	0.0	0
13366	<s>Fourthly, I have suggested that the medical care for the aged - and the bill which the Congress now has passed and the President signed if fully implemented would cost a billion dollars on the Treasury - out of Treasury funds and a billion dollars by the states - the proposal that I have put forward and which many of the members of my party support is for medical care financed under Social Security; which would be financed under the Social Security taxes; which is less than three cents a day per person for medical care, doctors' bills, nurses, hospitals, when they retire.</s>	Yes	580			100+	1	0	0.0	0
11227	<s>Now, the G-8 is one of those, but there are many others.</s>	No	58			51-60	0	0	0.0	0
24109	<s>You see, I don't think we need to tax more and spend more, and then say that's going to make the problem better.</s>	No	114			100+	0	0	0.0	0
15425	<s>We must have a society that's just and fair.</s>	No	44			41-50	0	0	0.0	0
11298	<s>We cannot allow Iran to get a nuclear weapon.</s>	No	45			41-50	0	0	0.0	0
2575	<s>The Constitution and the Declaration of Independence.</s>	No	53			51-60	0	0	0.0	0
29963	<s>Maybe I'm trying to save the money.</s>	No	35			31-40	0	0	0.0	0
2563	<s>In fact we've seen layoffs of hundreds of thousands of teachers over the last several years, and Governor Romney doesn't think we need more teachers.</s>	Yes	151			100+	1	0	0.0	0
23552	<s>Well, you talk about walking a waffle line -- he says he's allowed it, which means he's going to allow the destruction of life up to a certain amount</s><s></s><s>and then he isn't going to allow it.</s>	No	188			100+	0	0	0.0	0
11618	<s></s><s>And so I don't think our troops ought to be used for what's called nation-building.</s>	No	83			81-90	0	0	0.0	0
4313	<s>So we have a long way to go in our intelligence services.</s>	No	57			51-60	0	0	0.0	0
11977	<s>But I'm going to be respectful for people, I'll tolerate people, and I support equal rights but not special rights for people.</s>	No	128			100+	0	0	0.0	0
17014	<s>I believe that we can work together.</s>	No	36			31-40	0	0	0.0	0
17201	<s>First of all, I think you must have some principles you believe in.</s>	No	69			61-70	0	0	0.0	0
29244	<s>And it has not been easy.</s>	No	25			21-30	0	0	0.0	0
20128	<s>So did Governor Thompson, so did Governor Rowland.</s>	Yes	52			51-60	1	0	0.0	0
19527	<s>Now I understand it's been extended 'til some time next year.</s>	Yes	61			61-70	1	0	0.0	0
14927	<s>President Carter also has spoken of the new jobs created.</s>	No	57			51-60	0	0	0.0	0
11263	<s>If I say yes, then that means that we're reigniting the old Cold War.</s>	No	71			71-80	0	0	0.0	0
2077	<s>As I indicated before, when you talk about shifting Medicaid to states, we're talking about potentially a 30 -- a 30 percent cut in Medicaid over time.</s>	Yes	153			100+	1	0	0.0	0
22727	<s>Risk your troops in a war you've called a mistake.</s>	No	50			41-50	0	0	0.0	0
32627	<s>We need some leverage with the Russians, because they are not going to come to the negotiating table for a diplomatic resolution, unless there is some leverage over them.</s>	No	172			100+	0	0	0.0	0
1603	<s>We can correct our difficult mistakes and answer those very tough questions.</s>	No	76			71-80	0	0	0.0	0
926	<s>I would oppose that, but I think were on the right track in agriculture and I am very very encouraged.</s>	No	104			100+	0	0	0.0	0
15022	<s>Under the windfall profits tax, we expect to spend about $43 billion in the next 10 years to rebuild the transportation systems of our country.</s>	Yes	145			100+	1	0	0.0	0
27122	<s>But look, this has been going on for a year.</s>	Yes	46			41-50	1	0	0.0	0
23293	<s>And you say: Well, how are you going to pay for it?</s>	No	53			51-60	0	0	0.0	0
14317	<s>Well, I come from the computer business, and everybody knows the women are more talented than the men.</s>	No	104			100+	0	0	0.0	0
21406	<s>But I just find it fascinating that while we sit here tonight we will go into debt an additional $50 million in an hour and a half.</s>	Yes	131			100+	1	0	0.0	0
840	<s>And he took a tremendous pounding and everybody now knows that he took a very unfair pounding.</s>	No	94			91-100	0	0	0.0	0
16784	<s>And the Congress by overriding the bills that I did veto, the Congress has added some $13 billion to the federal expenditures and to the federal deficit.</s>	Yes	155			100+	1	0	0.0	0
24355	<s>Now that the voices in the Congress and throughout the country have insisted that we do something about China, look at what has happened.</s>	No	139			100+	0	0	0.0	0
12842	<s>I cannot be more precise than that, because until we see what Mr. Khrushchev does and what he says - we cannot indicate what our plans will be.</s>	No	145			100+	0	0	0.0	0
27157	<s>And it's very hard for us to project leadership around the world when we're not doing what we need to do...</s>	No	107			100+	0	0	0.0	0
7341	<s>I see that as part of my job as president, and I'll make my best effort to do it.</s>	No	83			81-90	0	0	0.0	0
26437	<s>They're setting new records this year.</s>	No	38			31-40	0	0	0.0	0
28186	<s>I don't want the federal government making decisions on behalf of everybody.</s>	No	76			71-80	0	0	0.0	0
7353	<s>I believe part of a hopeful society is one in which somebody owns something.</s>	No	76			71-80	0	0	0.0	0
12615	<s>By 1965 or 1970, will there be other Cubas in Latin America?</s>	No	62			61-70	0	0	0.0	0
13441	<s>- Mr. McGee, there are about a hundred and four commodities that have some kind of depletion allowance - different kind of minerals, including oil.</s>	No	149			100+	0	0	0.0	0
16132	<s>It's something that we pay into now so that we will have a secure retirement, and our parents and grandparents will have a secure retirement.</s>	No	143			100+	0	0	0.0	0
1929	<s>I'm glad you raised that, and it's a -- it's a critical issue.</s>	No	64			61-70	0	0	0.0	0
19901	<s>I had precisely in mind a lot of the people that were in the White House and other agencies who've never been had any experience, who came to Washington without any experience, they all were very liberal, of course, or they wouldn't be in the administration.</s>	No	260			100+	0	0	0.0	0
12263	<s>I propose $2 billion worth.</s>	No	27			21-30	0	0	0.0	0
17617	<s>.</s><s>And people will remember that you signed the biggest tax increase in the history of California and the biggest tax increase in the history of the United States, and what are you going to do?</s>	Yes	194			100+	1	0	0.0	0
32440	<s>But I have no loans with Russia.</s>	Yes	32			31-40	1	0	0.0	0
14909	<s>We have demanded that the American people sacrifice, and they have done very well.</s>	No	84			81-90	0	0	0.0	0
2616	<s>This seems to be a trend.</s>	No	25			21-30	0	0	0.0	0
25964	<s>Oscar, the question of what the federal government should do to limit the access of tobacco to young people is one of the biggest differences between Senator Dole and me.</s>	No	172			100+	0	0	0.0	0
17321	<s>And Jerry Falwell says that means we get two or three judges.</s>	No	61			61-70	0	0	0.0	0
26320	<s>We're not going to touch Medicare.</s>	No	34			31-40	0	0	0.0	0
24252	<s>So I don't think we can judge on, the stock market has been strong.</s>	No	69			61-70	0	0	0.0	0
14863	<s>But in doing this, we have made sure that we address this question peacefully, not injecting American military forces into combat, but letting the strength of our nation be felt in a beneficial way.</s>	No	200			100+	0	0	0.0	0
32649	<s>At some point, we need to do some fact-checking here.</s>	No	55			51-60	0	0	0.0	0
16065	<s>These appointments are for life.</s>	No	32			31-40	0	0	0.0	0
2068	<s>It means that the teacher that I met in Las Vegas, a wonderful young lady, who describes to me -- she's got 42 kids in her class.</s>	No	131			100+	0	0	0.0	0
2576	<s>The role of government is to promote and protect the principles of those documents.</s>	No	83			81-90	0	0	0.0	0
26416	<s>Let's look at the facts.</s>	No	24			21-30	0	0	0.0	0
16689	<s>He's got four times the size of the deficits that Mr. Nixon even had himself.</s>	Yes	77			71-80	1	0	0.0	0
2438	<s>In fact, it was a Republican idea.</s>	Yes	36			31-40	1	0	0.0	0
18237	<s>And so, the answer to your question is: When our general is on the ground and Ambassador Negroponte tells me that Iraq is ready to defend herself from these terrorists, that elections will have been held by then, that their stability and that they're on their way to, you know, a nation that's free; that's when.</s>	No	314			100+	0	0	0.0	0
25185	<s>You and Mr. Mondale have already disagreed about what you had to say about recalling submarine-launched missiles.</s>	Yes	113			100+	1	0	0.0	0
2870	<s>As a matter of fact, Mr. Ford has made a political football out of the defense budget.</s>	Yes	88			81-90	1	0	0.0	0
34115	<s>But when she left, when she took everybody out, we lost Mosul.</s>	Yes	64			61-70	1	0	0.0	0
11876	<s>K-2 diagnostic testing so we know whether or not there's a deficiency.</s>	No	70			61-70	0	0	0.0	0
14641	<s></s><s>And so I believe the answer is, I'm going to win it because I'm getting into focus my agenda for America's renewal, and also I think that Governor Clinton's had pretty much of a free ride.</s>	No	190			100+	0	0	0.0	0
13892	<s>I never said -- and I defy you to find where I said -- I gave an extensive environmental speech in April, and I said that we ought to have a goal of raising the fuel efficiency standards to 40 miles a gallon.</s>	Yes	210			100+	1	0	0.0	0
20443	<s>The fact is for the last few years in the Congress, we've faced a lot of opposition to them.</s>	No	94			91-100	0	0	0.0	0
25958	<s>Cocaine use up 160 percent.</s>	Yes	27			21-30	1	0	0.0	0
29149	<s>All you have to do is take a look at Carrier air conditioning in Indianapolis.</s>	No	78			71-80	0	0	0.0	0
29250	<s>Donald thinks that climate change is a hoax perpetrated by the Chinese.</s>	Yes	71			71-80	1	0	0.0	0
21956	<s>But everybody's affected by the debt because of the tremendous interest that goes into paying on that debt everything's more expensive.</s>	No	135			100+	0	0	0.0	0
2241	<s>One last point I want to make.</s>	No	30			21-30	0	0	0.0	0
27103	<s>We also had to make sure that Moammar Gadhafi didn't stay there.</s>	No	64			61-70	0	0	0.0	0
14467	<s>The whole problem came up in 1984.</s>	Yes	34			31-40	1	0	0.0	0
27863	<s>That's the wrong way to go.</s>	No	27			21-30	0	0	0.0	0
16687	<s>We've got five hundred thousand more Americans out of jobs today than were out of work three months ago and since Mr. Ford's been in office two years, we've had a 50 percent increase in unemployment from five million people out of work to two and a half million more people out of work and a total of seven and a half million.</s>	Yes	328			100+	1	0	0.0	0
13422	<s>The Vice President suggested a number of things.</s>	No	48			41-50	0	0	0.0	0
13773	<s>What was the other part of it?</s>	No	30			21-30	0	0	0.0	0
20007	<s>Now, remember, folks, even Senator Dole's campaign co-chair here, Senator D'Amato, says he's got to cut Medicare to pay for this.</s>	Yes	131			100+	1	0	0.0	0
27201	<s>We want to end those conflicts to the extent humanly possible.</s>	No	62			61-70	0	0	0.0	0
29051	<s>It's an agenda that says we're listen to the young voices in Social Security and say we're going to think differently about making sure we have a system, but also fulfill the promise to the seniors in America.</s>	No	211			100+	0	0	0.0	0
1985	<s>Now, if you take such an unbalanced approach, then that means you are going to be gutting our investments in schools and education.</s>	No	133			100+	0	0	0.0	0
11054	<s>But there has never been a nation in the history of the world that saw its economy decline and maintained its military superiority.</s>	Yes	131			100+	1	0	0.0	0
13655	<s>For one thing, let me just follow up here.</s>	No	44			41-50	0	0	0.0	0
24317	<s>We need to continue the negotiations to reduce the nuclear arsenals in the Soviet Union, the former Soviet Union, and the United States.</s>	No	138			100+	0	0	0.0	0
19272	<s>This is a Main Street tax cut, 15 percent across -- let's take a family making $30,000 a year, that's $1261.</s>	Yes	110			100+	1	0	0.0	0
16359	<s>And one of the reasons our selection of a running mate is so important, it is such a test of the kinds of standards we'll set, is because it tells the American people in advance of the election just what kind of people we're looking for.</s>	No	239			100+	0	0	0.0	0
19215	<s>I doubt that I acknowledged that this year.</s>	No	43			41-50	0	0	0.0	0
16791	<s>I was in - a city in - Pennsylvania not too long ago, near here, and - there were about four or five thousand people in the audience - it was on a - on a train trip.</s>	No	167			100+	0	0	0.0	0
28793	<s>But I want a diverse administration, I think it's important.</s>	No	62			61-70	0	0	0.0	0
3077	<s>Our unemployment rate is twice as high as it is in Italy; it's three or four times as high as it is - as it is in Japan.</s>	Yes	120			100+	1	0	0.0	0
16690	<s>This - talking about more people at work - is distorted because with a 14 percent increase in the cost of living in the last - two years, it means that - that women and young people have had to go to work when they didn't want to because their fathers didn't make enough to pay the increased cost of - food and housing and clothing.</s>	Yes	334			100+	1	0	0.0	0
24907	<s>We saw the same thing in Lebanon, where we spent a good deal of America's assets.</s>	Yes	83			81-90	1	0	0.0	0
10128	<s>But part of it is also looking at other sources of the violence.</s>	No	64			61-70	0	0	0.0	0
1573	<s>And I was in the state senate and I was governor and I'm an engineer, a Naval officer, a farmer, a businessman.</s>	No	113			100+	0	0	0.0	0
2196	<s>And then what you've got is folks like my grandmother at the mercy of the private insurance system precisely at the time when they are most in need of decent health care.</s>	No	170			100+	0	0	0.0	0
3992	<s>This is not an easy situation.</s>	No	30			21-30	0	0	0.0	0
30218	<s>And we did drive them to the negotiating table.</s>	No	47			41-50	0	0	0.0	0
