tweet_id	tweet_text	class_label	text_length	hashtags	mentions	text_length_category	class_label_encoded	hashtags_frequency	hashtags_sentiment	hashtags_topics
1240263909145284610	#coronadebat#jesseklaver wilkwetsbare mensen beschermen en dat zo min mogelijk mensen ziek worden.Ipv zo laag mogelijke besmettingenbrandt hij vanavond kaarsjes tegen #covid19.	No	180	coronadebat jesseklaver covid19		100+	0	3	0.0	3
1244291340600475659	"Duitse deelstaatminister dood aangetroffen op HSL-traject:Zorgen over coronacrisisoverweldigdenhem"""	No	102			100+	0	0	0.0	0
1245080077177622530	#Itali is de zwarte lijn, de curve vlakt wat af op logarimitsche schaal.Piek is nog niet bereikt.#coronavirus	No	111	Italië coronavirus		100+	0	2	0.0	1
1236636703554785282	GP Bahrein zonder publiekvanwege coronavirus via @<USER>Ben benieuwd of de kaartkopers hun geld terugkrijgen als Zandvoort zonder publiekwordt gereden.	No	154		telegraaf	100+	0	0	0.0	0
1243206336747171840	Kritiek in EU op 'strenge' Nederlandse opstelling in coronacrisis	No	65			61-70	0	0	0.0	0
1243933853301067776	Corona in de regio: politie controleert drukte op markt in Apeldoorn met behulp van drone, militaire verpleegkundigen bieden helpende hand in Heerde -	No	150			100+	0	0	0.0	0
1251177581833064449	We sluiten onszelf op in onze veilige huizen en houden afstand.RE FUSE vraagt jouw aandacht:#COVID19#coronavirus #lockdownworldwide #vrouwen	No	143	COVID19 coronavirus lockdownworldwide vrouwen		100+	0	4	0.0	0
1260487524482416645	Ga alleen met #OV als het nodig is.Vanaf 1 juni is dragen niet-medisch mondkapje verplicht.Hoe maak en gebruik je het?|Meer info#houdafstand#vermijddespits #vermijddrukte	No	176	OV houdafstand vermijddespits vermijddrukte		100+	0	4	0.0	3
1242529516830031873	Ik ben niet geschikt als onderwijzer in het basisonderwijs.Wie begrijpt dit wel?#groepdrie #thuisonderwijs	No	108	groepdrie thuisonderwijs		100+	0	2	0.0	2
1238735422643200000	@<USER> Corona, science fiction van de 1960ger jaren, nu werkelijkheid.Iedereen een stap terug en reflectie voor de hele wereld:we zijn nietig en kwetsbaar.In oorlogen verdedigen wij ons met vreselijke wapens en tegen Corona?	No	228		shossontwits	100+	0	0	0.0	0
1249948722311639041	De uitbraak van het coronavirus heeft het openbare leven in Nederland zo goed als stilgelegd.Dit heeft grote gevolgen voor de economie.En mogelijk ook voor uw bedrijf en uw werknemers.Om u te steunen, neemt de overheid extra maatregelen.Info;	No	246			100+	0	0	0.0	0
1244659055471271936	WIJKBIJ DUURSTEDEVanaf woensdag 1 april, matige verkeershinder op de Langbroekerdijk B.Vanaf de Amerongerwetering tot aan de Stenen Brug.De grasbetontegels worden hersteld.De werkzaamheden duren 3 weken, afhankelijk van het weer en de maatregelen tegen het coronavirus.	No	274			100+	0	0	0.0	0
1239695458748051462	Dit heb je gisteren onder andere gemist:meer coronabesmettingen bij Valencia, UEFA wilcompensatie van clubs en competities bij verplaatsen EK	No	143			100+	0	0	0.0	0
1240910912007147520	Staat uw Werving &Selectie processtil, maar gaat u toch graag in gesprek met een potenti le nieuwe collega?Searchability biedt u met SearchabilityGo de mogelijkheid uw huidige proces volledig te digitaliseren.#searchabilityGO#COVID19#WFH #wervingenselectie#Amsterdam	No	273	searchabilityGO COVID19 WFH wervingenselectie Amsterdam		100+	0	5	0.0	3
1248240126813188097	Update: mijn moederheeft corona en ik heb gefaald in het reageren met 'het heerst'.I guess I have to live with that.Ze is alweer bijna beter hoortrouwens.	No	158			100+	0	0	0.0	0
1235940395621715968	Organisatie schortFormule E-race in Romeopvanwege corona#Motorsports	No	72	Motorsports		71-80	0	1	0.0	0
1246400399126532096	UPDATE CORONAVIRUSMinder positief geteste personen, wel meer sterfgevallen.Het RIVM meldt vandaag dat er 336 coronapati nten in ziekenhuizen zijn opgenomen.Gisteren waren dat er nog 502, donderdag 447.Er lijkt dus een daling te...	No	234			100+	0	0	0.0	0
1241357838007652352	@<USER>Ah herinneringen , passeerde altijd de DAF fabriek in Eindhoven als we naar gingen op familiebezoek.	No	108		brkw12 Nieuwsberichte1 FlickHerrOtto1 Arend010 rivm	100+	0	0	0.0	0
1250556138543857671	650 miljoen eurocoronasteun voor bloementelers en patatboeren-	No	64			61-70	0	0	0.0	0
1240221684164177920	I.v.m. coronaworden er deze week voor het eerst vanuit overal in het land tientallen online zenmeditatie avonden gegeven, zoals op de foto vanuit de zendo in Nijmegen.Voor meer info zie #zen#meditatie#rust#online#cursus	No	225	zen meditatie rust online cursus		100+	0	5	0.0	0
1240733356893057027	@<USER>Shop is dicht door corona :(, anders ga ik uit verveling domme stick en poke zetten	No	91		asaphxsampa	91-100	0	0	0.0	0
1247572759703584777	ALKMAAR - GGD Hollands Noordentest zorgmedewerkers e.a. in de auto via #drivethru op het #coronavirus #COVID19	No	111	drivethru coronavirus COVID19		100+	0	3	0.0	3
1311251856866279426	De Tweede Kamer heeft het derde corona-steunpakket van het kabinet aangenomen.Een aantal maatregelen werden nog toegevoegd, waaronder een speciale regeling voor jongeren in de bijstand:die mogen tot 1 juli 2021 bijverdienen naast hun uitkering.	No	246			100+	0	0	0.0	0
1285553902188994560	@<USER>'Begin juniheeft de WHO de richtlijnen over mondmaskers aangepast.Overheden worden nu opgeroepen te stimuleren dat mensen #Mondmaskers dragen wanneer het druk is en onderling afstand houden lastig is' via @<USER> cc @<USER> #Mondkapjes #COVID19NL	No	256	Mondmaskers Mondkapjes COVID19NL	NOS ftm_nl MinVWS	100+	0	3	0.0	3
1286610319201239040	"Volgens mijn bescheiden mening komt het hierop neer:Onze ""leiders""hebben decennia lang alles om zeep geholpen.Nu weten ze geen oplossing meer maar dankzij koningin #Corona zorgen ze ervoor dat alles definitief totaal vernietigd is en hopen ze van scratch opnieuw te starten"	Yes	275	Corona		100+	1	1	0.0	1
1276242448403107840	Bonus voor unieke inzetzorgpersoneel tijdens coronacrisis|Nieuwsbericht|	No	76			71-80	0	0	0.0	0
1286230988197068800	Hallo Nederland, nu alleen even doen.Studie UMC Utrecht: 1,5 meter, handen wassen en mondkapjesstoppencorona	No	111			100+	0	0	0.0	0
1281703832788045824	On en parledans la presse francophone ?Federale overheid wilde coronacrisis in woon-zorgcentra co rdineren, maar deelstaten weigerden via @<USER>	Yes	147		demorgen	100+	1	0	0.0	0
1286674911734333440	Meer positieve coronatests, maar nog geen tweede golf.De verspreiding van het coronavirus in Nederland deze week toe.Het aantal besmettingen verdubbelde bijna van 534 naar 987.Toch lijkt er van een tweede golf nog geen sprake.Uit de meest rece...	No	250			100+	0	0	0.0	0
1284221343806951426	@<USER>Die concentratie is de laatste tijd inderdaad iets toegenomen, zegt GGD-arts Haverkort.Er lopen dus mensen op Schiphol rond die corona hebben, maar dat wil niet zeggen dat zij ook besmettelijk zijn.Is die man niet goedwijs?	Yes	234		NOS	100+	1	0	0.0	0
1307007408586317824	"Dus een week geleden was een snotterend kind nog een wandelend virusdeeltjeen nu is er niks meer aan de hand.Dit is hetzelfde als ""mondmaskers in verzorgingshuizenzijn niet nodig.""#persconferentie"	Yes	199	persconferentie		100+	1	1	0.0	4
1292413001740550145	#Itali wil 28,5 miljard euro aan Europees geld voor financiering werktijdverkorting	No	83	Italië		81-90	0	1	0.0	1
1278685558085242883	Turkse badplaats haalt coronaschade in:48 euro voor kebab - Culinaire Ambiance	No	79			71-80	0	0	0.0	0
1308378148875231232	"Tsss, een geco rdineerde actie van #Viruswaanzin-oprichter#WillemEngel.Tientallen BN""ers plaatsten maandagavond een filmpje op #Instagram om mee te delen dat ze niet meer meedoen aan de #coronamaatregelen#ikdoenietmeermee"	No	224	Viruswaanzin WillemEngel Instagram coronamaatregelen ikdoenietmeermee		100+	0	5	0.0	4
1298197923134570497	@<USER>Jij bent zelfs nog heel voorzichtig met die cijfers.In Nederland staat er zelfs nu nog steeds meer hypotheek uit dan de huizen waardzijn.In Itali staan alleen vakantiehuizen op hypotheek en dat is bij anger na geen 5%.	No	229		supermanmobiel NUnl	100+	0	0	0.0	0
1293838473028403201	De zogenaamde 'complotdenkers' die zeiden, dat 'ze' de tweede #lockdown voor september al voorbereiden, lijken dus gelijk te krijgen.#visionairsDiederik Gommers: tweede coronagolf kan al in september komen via @<USER>	No	219	lockdown visionairs	NOS	100+	0	2	0.0	1
1286030672675647493	Deze Don Quichot redenatie kennen we nog van - condooms veroorzaken onveiliger gedrag en meer besmettingen.#HIV - autogordels veroorzaken onveiliger gedrag en meer ongelukken.Mensen die bewust risicobeperkende maatregelen nemen nemen geen extra risico's.#mondkapjes#COVID19	No	277	HIV mondkapjes COVID19		100+	0	3	0.0	3
1291958236460068864	Corona-uitbraak bij Westvlees in Westrozebeke:besmettingen in West-Vlaanderen verspreid over 9 gemeentes| VRTNWS:nieuws	No	123			100+	0	0	0.0	0
1286604521297383425	Viruswaanzin verliest kort geding:coronamaatregelen worden niet ingetrokken - Logisch	No	86			81-90	0	0	0.0	0
1295414988614643714	Democraten willen, omdat ze bang zijn voor #Corona liefst per post stemmen.#lolZevert nie!#vtmnieuws	No	103	Corona lol vtmnieuws		100+	0	3	0.2666666666666666	1
1269972102318370816	Update 86CORONATELLERNEDERLAND DAG103 Bevestigdbesmet 47.739 Stijgingin 1 dag:+165Waarvan overleden 6.016 Stijgingin 1 dag:+3 D.d. 08.06.202014:00uur#coronavirus bron:rivm	No	183	coronavirus		100+	0	1	0.0	0
1299270320990359552	"Lees""Schiphol-baas houdt vertrouwen in Lelystad Airport""op Nieuwsblik - - Aan de opgave om Lelystad Airport in november volgend jaar te openen verandert ook door de coronacrisis niets .Lees verder bij..."	No	205			100+	0	0	0.0	0
1295723006698848257	De Franse regering gaat het dragen van een mondkapje op de meeste werkplekken verplicht te stellen om een heropleving van de coronapandemie tegen te gaan.De maatregel gaat in per 1 september.	No	192			100+	0	0	0.0	0
1284747115936219137	Nieuwe mutaties komen via Schiphol binnen.Daarom geen geld naar KLM.BBC News - Coronavirus:Are mutations making it more infectious?	Yes	134			100+	1	0	0.0	0
1270391495808425986	@<USER>Mensen die dit lezen, deze corona hoax is opgezet vanwege dit.Corona is opgezet en het virus is gemaakt om doel bewust mensen te besemtten om de vaccinatie in onze strot door te drukken.Kom in verzet, ons lichaam is niet het eigendom...	No	246		rivm	100+	0	0	0.0	0
1237717951861710849	veehouder met coronavirus moet contact met dieren vermijden #veehouderij	No	72	veehouderij		71-80	0	1	0.0	0
1244988122015961090	norris scheert zijn hoofd kaal na succesvolle actie in strijd tegen covid 19	No	76			71-80	0	0	0.0	0
1244266915020845057	Dit is het corona-crisisteam achter Rutte via @<USER> #COVID19NL	Yes	64	COVID19NL	YouTube	61-70	1	1	0.0	0
1255790498113036289	500 nieuwe besmettingen buiten WZC om op dagelijkse basis is nog steeds erg veel , wie zijn die mensen ?#COVID19	No	113	COVID19		100+	0	1	0.0	3
1240354736819384327	10.845 artsen kijken live naar webinair#COVID19NL#bijscholing	No	63	COVID19NL bijscholing		61-70	0	2	0.0	0
1245041903244054528	Respect voor @<USER>Hij doet dat uitstekend!Rustig, duidelijk, consequent.Dat hebben we nodig.#coronanederland #persconferentie	No	131	coronanederland persconferentie	MinPres	100+	0	2	0.0	4
1238916114786254858	@<USER>#Covid_19discrimineert niet...Ouders van ge nfecteerde jongen van 16 jaar uit Breda roepen Nederlanders wanhopig op uiterst terughoudend te zijn in contacten met anderen...	No	182	Covid_19	demo_demo_nl	100+	0	1	0.0	4
1245375271714402304	Britten mogen n keer per dag naar buiten voor een wandeling, of een kleine fietstocht.#coronavirus #covid19nl	No	110	coronavirus covid19nl		100+	0	2	0.0	0
1250043628405370881	#Baudet heeft weinig aan een man uit de landbouw, die stelt dat het #RIVM toch goed zat met de cijfers en die daarmee ook toegeeft dat er in de landbouw een fikse uitstoot is van #stikstof in de natuurgebieden @<USER> #fvd #Vogelaar #Mesdagfonds	No	245	Baudet RIVM stikstof fvd Vogelaar Mesdagfonds	Boerderij_nl	100+	0	6	0.0	4
1250392666430455809	#RIVM meldt 189 nieuwe #coronadoden, 188 nieuwe pati nten via @<USER>	No	69	RIVM coronadoden	NOS	61-70	0	2	0.0	4
1242151357303402498	Over 3 weken kunnen we allemaal gebaren taal spreken..Echt..#npo1#COVID19NL..Gaaf hoor	No	90	npo1 COVID19NL		81-90	0	2	0.0	0
1245707396934176769	even over #Coronavirusnl en #blijfthuishuisEen lieve vriend met #taaislijmziekte vertelt dat hij sinds 2 weken van zijn vreselijke hoestbuien af is nu de #luchtvervuilingzoveel minder is!Ik ben blij voor hem.(hij zit overigens al een maand thuis!)	No	252	Coronavirusnl blijfthuis taaislijmziekte luchtvervuiling		100+	0	4	0.0	2
1255085489717161984	scholen kunnen niet open!Kijk wat er in Engeland gebeurt!#COVID19#corona #lockdown#blijfthuis	Yes	97	COVID19 corona lockdown blijfthuis		91-100	1	4	0.0	1
1240309000853491713	Als je ook maar enigszins snottert: thuisblijven, herhaalt Rutte nog maar eens.#coronadebat	No	92	coronadebat		91-100	0	1	0.0	0
1243144400739368966	#rutte,heeft het over vertraging...over vertraging gesproken, heeft het kabinet dus ook last van.#coronadebat	No	111	rutte coronadebat		100+	0	2	0.0	4
1238180282743824384	#COVID19 - Mark Ruttedoet te veel Overschild & omstrekende Randstad is 8,2miljoenpeoples -	No	93	COVID19		91-100	0	1	0.0	3
1241421322292539393	Mensen kijk uit had een phishingmail zogenaamd van ambassade #covid19Nederland	No	78	covid19Nederland		71-80	0	1	0.0	2
1238392169473478657	Wat zal het #stikstoflekker afnemenzo #coronavirusNederlandgelijk een zeikprobleem minder	No	92	stikstof coronavirusNederland		91-100	0	2	0.0	1
1241009786461790213	Het ziet er overigens naar uit dat vanwege #Covid_19premier Netanyahu als premier van een nationaal noodkabinet uit de bus zal komen.Dit zal het einde van Gantz en Blauw Wit betekenen.En de Isra lische democratie bevindt zich al op het randje.	Yes	246	Covid_19		100+	1	1	0.0	4
1238139111183089673	Verdacht geval#StMaartensdijk (gem. #Tholen), gaat ni t getestworden!#Covid19NL	Yes	82	StMaartensdijk Tholen Covid19NL		81-90	1	3	0.0	0
1238783858751004677	Verdomme, brood en spelen in gevaar.Hoeveel erger kan het nog worden?#coronavirus #COVID19BE	No	94	coronavirus COVID19BE		91-100	0	2	0.0	0
1240654400256868353	"Ook bij #COVID19 geldt:""#meten = #weten""...#test #coronavirus"	No	63	COVID19 meten weten test coronavirus		61-70	0	5	0.0	0
1250839121553219585	@<USER> in Typisch Thuis brengt Jolanda #coronavirusNederland foldertjes rond.Letterlijk likt ze aan haar vingers als ze een blaadje van de stapel pakt.	Yes	153	coronavirusNederland	BNNVARA	100+	1	1	0.0	1
1251573966952714240	#NowPlaying on #Intense #90s,#zero#today#dance#radio#COVID-19 - Peter van Leeuwen - Time Machine uur2	No	107	NowPlaying Intense 90s zero today dance radio COVID		100+	0	8	0.025	2
1238566228748271616	Het #coronavirusNederland is een truc van de #pleepapierproducenten	No	67	coronavirusNederland pleepapierproducenten		61-70	0	2	0.0	1
1242540699901460482	Nog steeds feestjes hier in de omgeving.Wanneer gaan mensen het snappen #lockdownnl #blijfthuis#covid19Nederland #COVIDIDIOTS	No	127	lockdownnl blijfthuis covid19Nederland COVIDIDIOTS		100+	0	4	0.0	2
1237692585306722304	UPDATE#COVID19302slachtoffers op 1 dag, de dodelijkste sinds het begin van de uitbraak.Latest:	Yes	98	COVID19		91-100	1	1	0.0	3
1245394230232649728	@<USER>#COVID19BelgiumIk had al 700 medische maskers met CE certificatie gekocht en er nog 4000 bijbesteld vandaag want van deze regering moet je geen hulp verwachten zoals n groot aankoopplatform.Deze regering koopt zelfs niet-medische maskers zonder CE om te verdelen in woonzorgen	No	286	COVID19Belgium	FranckenTheo	100+	0	1	0.0	4
1235575022145671169	"@<USER>In 3e technische briefing zei van Dissel#RIVMNederland heeft dezelfde maatregelen genomen als ze in China hebben genomen...Alleen wij zitten nu nog in de fase van ""wij willen het virus weg hebben""Echt alsof je naar een paraodie zat te kijken..."	No	255	RIVM	TomasRiemens	100+	0	1	0.0	4
1248939269948932098	En de #Rutte#RIVM chaos duurt voort en voort en voort en de doden stapelen zich op en het cijfergesjoemel (#VVD specialiteit)met #Corona-cijfers neemt toe #detoekomstissober Februari: de verloren maand in de strijd tegen het #coronavirus via @<USER>	Yes	249	Rutte RIVM VVD Corona detoekomstissober coronavirus	volkskrant	100+	1	6	0.0	4
1251570273830293504	#covid_19Zelfs al zou bij 30% groepsimmuniteit de lock-down losgelaten kunnen worden omdat de snelheid van besmetting dan vanzelf al lager is, duurt het nog 2,5 jaar.Alleen een vaccin kan uitkomst bieden, maar dat is er ook niet binnen een jaar.	Yes	247	covid_19		100+	1	1	0.0	4
1242744428776677376	Hallo Van Dissel #rivm:als we uit een totale #lockdownnl komen bestaat er het probleem van herinfectie!Ja duh met die halve #lockdown die we nu hebbenookMet een #coronavirus-lockdown winnen we tijd om dingen te onderzoeken en beschermen we kwetsbaren beter #economievoordoden	Yes	278	rivm lockdownnl lockdown coronavirus economievoordoden		100+	1	5	0.0	1
1239178437761347584	@<USER> ik vraag me, als simpele ziel, af,wat jullie in godsnaam aan het doenzijn!Het #RIVM maakt fout op fout.Leugens vertellen.Niet professioneel.Mensen zijn niet dom.Meneer kabouterhoofd schuift in elk programmaaan.Wanneer wordt hij ziek?Ik vertrouw niks	Yes	266	RIVM	rivm bruno_bruins	100+	1	1	0.0	4
1236407881811087362	Inmiddels >1000 #COVID19 testen gedaan in 6 dagen, hulde aan de hard werkende analisten @<USER> !En wederom pers aandacht voor het mooiste lab van NL , met n g meer uitleg over de testen @<USER>.	No	196	COVID19	Microvida braviszkh henrihenrynl AldertBart	100+	0	1	0.0	3
1232603180904611840	Helder draadje voor iedereen die zin en onzin over #COVID19 van elkaar gescheiden wil houden	No	92	COVID19		91-100	0	1	0.0	3
1239601284212314113	Kap is met #hamsteren!Wat een egosten!Mensen die nog WEL moeten werken kunnen niet eens een normale maaltijd meer kopen #coronanederland #CONVID19#asovolk	Yes	158	hamsteren coronanederland CONVID19 asovolk		100+	1	4	0.0	2
1239961249418481666	Minderbedeelden dupe van hamstergedrag.Minderbegoeden vallen uit de boot #atvnieuws#coronavirus #covid19be#hamsteren	No	119	atvnieuws coronavirus covid19be hamsteren		100+	0	4	0.0	0
1247056500943716353	Niemand heeft het zo gewild maar hier staan we dan en we zijn nog maar 2 maanden ver op dit hellend vlak #COVID19#vtmnieuws#vrtnws#deochtend	Yes	143	COVID19 vtmnieuws vrtnws deochtend		100+	1	4	0.0	0
1248714872541433864	DSM helpt bij productie miljoenen mondkapjes voor zorg.#coronavirus #COVID2019NL #COVID2019be#COVID19#coronanederland#CoronaLockdown#CoronaUpdate#Coronavirustruth #BlijfThuis#ikblijfthuis :	No	196	coronavirus COVID2019NL COVID2019be COVID19 coronanederland CoronaLockdown CoronaUpdate Coronavirustruth BlijfThuis ikblijfthuis		100+	0	10	0.0	2
1241511136459096068	#coronavirusNederlandZondag4400 besmettingen185 dodenAls het lager is dan is dat minder slecht dan de verwachting	Yes	117	coronavirusNederland		100+	1	1	0.0	1
1239085971850870784	@<USER>Alleswijst er op dat het #rivm en de @<USER> z lf de hele situatie hebben onderschaten daar mag ik best kritiek op hebben.Hun adviezen gaan niet ver genoeg;NL op slot is de remedie.	Yes	193	rivm	Cathelijne_H MinPres MinPres	100+	1	1	0.0	4
1238193918715576321	"Kamerdebat #coronavirusNederlandVan Es @<USER> : 70% van de virussen waar we vandaag de dag mee te maken hebben, heeft te maken met onze ziekmakende omgang met dieren en het gesleep ervan over de wereld."""	Yes	205	coronavirusNederland	PartijvdDieren	100+	1	1	0.0	1
1253988852680843264	#RIVMJaap van DisselEn waar m zegt Duitsland dit dan?Adviseur van Merkel waarschuwt voor krachtigere tweede coronagolf	No	121	RIVM		100+	0	1	0.0	4
1240680803220291584	Ritme, gezond eten en bewegen:zo blijf je thuis mentaal gezond #coronavirusNederland	No	85	coronavirusNederland		81-90	0	1	0.0	1
1247832424203071490	En wie zei gisteravond bij #op1 dat de autoriteiten (#Rutte, #RIVM e.a.) niet vooruit kijken en denken...?Juist ja, Thierry #Baudet	No	132	op1 Rutte RIVM Baudet		100+	0	4	0.0	4
1248319186713096193	Donkere mensen zouden hun vitamine D goed hoog houden omdat ze kwetsbaarder lijken voor covid19#covid19nl#coronavirusnl via @<USER>	Yes	133	covid19nl coronavirusnl	YouTube	100+	1	2	0.0	0
1254866100765876224	@<USER>Toch knap gemaakt dat #COVID19 virus.Verspreid vanuit een communistisch regime, maakt het niet alleen mensen ziek, maar maakt vooral onze westerse landen een stukje communistischer.	Yes	190	COVID19	superjan	100+	1	1	0.0	3
1246083135646978048	@<USER> restanten van het #RIVM onderzoekKoffiedik kijken duidelijk een afvlakkende lijn te zien	Yes	97	RIVM	abflipse	91-100	1	1	0.0	4
1255069541052416001	@<USER>Dezelfde#BillGates heeft het #RIVM in zijn broekzak	Yes	60	BillGates RIVM	Queenoftheunse1 YouTube	51-60	1	2	0.0	4
1242517044370825216	Overzicht van geteste en dus geregistreerde leeftijden m.b.t.#Covid19NL	No	72	Covid19NL		71-80	0	1	0.0	0
1240002000395407360	Daar gaat mn vakantie.#vakantie #CostaRica#Corona#COVID19	No	60	vakantie CostaRica Corona COVID19		51-60	0	4	0.0	3
1238935863238639616	#COVID19NLmensenjonger dan 50 jaar liggen op de ic zelfs een jongen van 16 jaar !dat is de leeftijd van middelbare school!zie ad	Yes	133	COVID19NL		100+	1	1	0.0	0
1237761054379294721	Voor wie nog twijfelt aan het gevaar van #COVID19NL in #coronanederland.Gelukkig dat de burgemeesters de boel nu op slot kunnen zetten uit veiligheid en veel verder kunnen gaan dan de regering en RIVM adviseren in Nederland.	Yes	225	COVID19NL coronanederland		100+	1	2	0.0	0
1246903755037171714	Veiligheidsmiddelen kun je vinden op #Covid_19#StayHome #maskers#zorgvoorelkaar	No	81	Covid_19 StayHome maskers zorgvoorelkaar		81-90	0	4	0.0	4
1231589676554870786	Het is moeilijk als overheid om het #Coronavius te beteugelenmaar maar is het #rivm en het #MinVWS kwalijk neem is de laksheid en reactive gedrag.Het land wordt nog steeds overspoeld door toeristen uit risico gebieden.Zie er dagelijks veel in Kinderdijk.	Yes	257	Coronavius rivm MinVWS		100+	1	3	0.0	4
1240317135601139713	#TK#coronadebat: naast virologie is .a.wiskunde van belang bij het beoordelen van (echte) alternatieven.Cyclus: monitoren, sommetjes maken, beter begrijpen en bijsturen.#COVID19NL	No	183	TK coronadebat COVID19NL		100+	0	3	0.0	0
1252653993169424386	"#Coronavirusnl#COVID19NL#persconferentiede ""vrijheid""van het individu is ondergeschikt aan de gezondheid van het collectief.Echte vrijheid is niet ondergeschikt.De vrijheid is dus ten grave gedragen.Ooit wordt ons weer ""vrijheid""teruggegeven.#contradictiointerminis"	No	272	Coronavirusnl COVID19NL persconferentie contradictiointerminis		100+	0	4	0.0	0
1242477163938365444	#COVID19tot nu toe hoor ik bij ons in Brabant dat de meeste gevallen het hebben opgelopen tijdens de wintersport vakantie in Oostenrijk of Itali in de carnavals vakantie (veel relatief jonge mensen op de IC)	Yes	208	COVID19		100+	1	1	0.0	3
1254421497743106051	Wat weer een hoop mensen die niet binnen kunnen blijven en gezellig met de hele familie de drukte opzoeken #Coronavirus#BlijfThuis	Yes	131	Coronavirus BlijfThuis		100+	1	2	0.0	2
1255264052726693890	#RIVMGeestelijke gezondheid van miljoenen wordt vergeten.Welke plannen zijn er om een geestelijke schade van alleenstaanden in de 1,5 meter samenleving permanent paria zijn, te beperken?In hoeverre speelt de geestelijke gezondheid van miljoenen een rol bij de virologen?	Yes	273	RIVM		100+	1	1	0.0	4
1235563285421805568	#BREAKING 82bevestigde besmettingen van #COVID19 in Nederland!Net bevestigd door @<USER> live in het 2e kamer #coronadebat#coronavirus #SARSCoV2	No	147	BREAKING COVID19 coronadebat coronavirus SARSCoV2	bruno_bruins	100+	0	5	0.0	0
1243811431608442880	Experts hebben oplossing om economie te redden:Test wie immuun is voor virus #COVID19NL	Yes	88	COVID19NL		81-90	1	1	0.0	0
1241428411161206784	@<USER>EU gaat failliet dankzij #coronavirusNederland te veel geld ingepompt in een bodemloze put!	Yes	99	coronavirusNederland	s_v_d_m_	91-100	1	1	0.0	1
1238751766059114496	@<USER>, de meningen zijn verdeeld...#corona#COVID19	Yes	55	corona COVID19	MinPres rivm	51-60	1	2	0.0	3
1241248064012156933	@<USER>#Rutte dacht, ik laat meff fijn (beeld->psychologie!) naast VOLLE bakken met dan stopt het #hamsteren.Maar kijk'm staan in de supermarkt...hij doet NIET aan #SocialDistancing!En DAT beeld blijft ook hangen!Zie @<USER>#Covid_19#Brabant	No	250	Rutte hamsteren SocialDistancing Covid_19 Brabant	MinPres RTLnieuws	100+	0	5	0.0	4
1240044573432438788	Als je deze reeks tweets van de #rivm leest dan zie je hoe laks en onverantwoordelijk hun beleid is.Ze lopen steeds achter de feiten, de ene blunder naar de andere.	Yes	165	rivm		100+	1	1	0.0	4
1241323373910769664	Hieraan herken je aso's!#HamsterenSpreek ze aan op hun gedrag!Zij halen letterlijk het eten uit de monden va onze #verzorgenden die zich rot werken om mensen te helpen!	No	171	Hamsteren verzorgenden		100+	0	2	0.0	2
1241114582233559041	Ik roep Rutte op ;LOCKDOWN!#Covid_19#LockdownHollandRutte roept jongeren op: houd afstand!via @<USER>	Yes	106	Covid_19 LockdownHolland	Telegraaf	100+	1	2	0.0	4
1238382479616159750	In plaats van op ons werk, gaan we het #coronavirus nu lekker doorgeven in de supermarkten #hamsteren	No	101	coronavirus hamsteren		100+	0	2	0.0	2
1237762960162000898	Wie van #Belgium naar #Uganda wil reizen:opgelet!2 weken quarantaine, ziek of niet!#Corona #COVID19#vrtnws	Yes	110	Belgium Uganda Corona COVID19 vrtnws		100+	1	5	0.0	3
1238074771881046016	rivmis nr.9 trending hashtag in NL in afgelopen 4 uur.#rivm	No	61	rivm		61-70	0	1	0.0	4
1234146090926080001	Vandaag zijn de eerste besmettingen gemeld in:- Dominicaanse Republiek - Tsjechi - Armeni #coronavirusNederland#CoronaVirusUpdate	Yes	131	coronavirusNederland CoronaVirusUpdate		100+	1	2	0.0	1
1251934450683953155	@<USER>Jij zet mensen op verkeerde been!Het is school thuis en beslist geen thuisonderwijs!#thuisonderwijs is door en onder verantwoordelijkheid van ouders zonder dat daar een school aan te pas komt.Wezenlijk en juridisch anders dan wat nu door scholen en gezinnen gedaan wordt.	Yes	282	thuisonderwijs	RobJetten	100+	1	1	0.0	2
1255469833145192452	#CoronavirusDringende fiscale maatregelen en BTW op beschermingsmateriaaltg #COVID19 in comm#Financin (vrijstelling vergoedingen van Gemeenschappen & Gewesten, #TaxShelter, inkomstenbelasting, giften in natura, )>Live >	Yes	225	Coronavirus COVID19 Financiën TaxShelter		100+	1	4	0.0	3
1238724850191138816	"Codezwart:inmiddels is hier sprake van bij sommige ziekenhuizen #coronavirusNederland #codezwartNieuwe coronadodein Amphia, ziekenhuis waarschuwt:Over een paar dagen ligt de ic vol"""	Yes	186	coronavirusNederland codezwart		100+	1	2	0.0	1
1234135508298715136	@<USER> typisch#rivm.ze zijn zo wijs maar niet zo wijs om iemand een week geleden met klachten die met corona te zijn herleiden om even te testen.Zeg al weer genoeg over het niveau van denken!	Yes	195	rivm	polderps	100+	1	1	0.0	4
1238536068397400064	Ja lekker dan #hamsteren nu kunnen andere mensen niet hun wekelijkse boodschappen doen.Bedankt ego stische mensen	Yes	114	hamsteren		100+	1	1	0.0	2
1242918684550709248	"Dodental#corona stijgt.Toch spreekt #RIVM van een mogelijke voorzichtige afvlakking"".Erg vaag.De directeur van #Tweestedenziekenhuis#Tilburgdeelt optimisme van RIVM niet.Geen reden om achterover te leunen"""	Yes	212	corona RIVM Tweestedenziekenhuis Tilburg		100+	1	4	0.0	1
