	tweet_id	tweet_text	class_label	text_length	hashtags	mentions	text_length_category	class_label_encoded	hashtags_frequency	hashtags_sentiment	hashtags_topics
249	1244291340600475659	"<s>Duitse deelstaatminister dood aangetroffen op HSL-traject:</s><s>Zorgen over coronacrisis</s><s>overweldigden</s><s>hem</s><s>""</s>"	No	102			100+	0	0	0.0	0
250	1245080077177622530	<s>#Itali is de zwarte lijn, de curve vlakt wat af op logarimitsche schaal.</s><s>Piek is nog niet bereikt.</s><s>#coronavirus</s>	No	111	Italië coronavirus		100+	0	2	0.0	1
251	1236636703554785282	<s>GP Bahrein zonder publiek vanwege coronavirus via @<USER></s><s>Ben benieuwd of de kaartkopers hun geld terugkrijgen als Zandvoort zonder publiek wordt gereden.</s>	No	154		telegraaf	100+	0	0	0.0	0
252	1243206336747171840	<s>Kritiek in EU op 'strenge' Nederlandse opstelling in coronacrisis</s>	No	65			61-70	0	0	0.0	0
253	1243933853301067776	<s>Corona in de regio: politie controleert drukte op markt in Apeldoorn met behulp van drone, militaire verpleegkundigen bieden helpende hand in Heerde -</s>	No	150			100+	0	0	0.0	0
254	1251177581833064449	<s>We sluiten onszelf op in onze veilige huizen en houden afstand.</s><s>RE FUSE vraagt jouw aandacht:</s><s>#COVID19</s><s>#coronavirus #lockdownworldwide #vrouwen</s>	No	143	COVID19 coronavirus lockdownworldwide vrouwen		100+	0	4	0.0	0
255	1260487524482416645	<s>Ga alleen met #OV als het nodig is.</s><s>Vanaf 1 juni is dragen niet-medisch mondkapje verplicht.</s><s>Hoe maak en gebruik je het?</s><s>| Meer info</s><s>#houdafstand</s><s>#vermijddespits #vermijddrukte</s>	No	176	OV houdafstand vermijddespits vermijddrukte		100+	0	4	0.0	3
256	1242529516830031873	<s>Ik ben niet geschikt als onderwijzer in het basisonderwijs.</s><s>Wie begrijpt dit wel?</s><s>#groepdrie #thuisonderwijs</s>	No	108	groepdrie thuisonderwijs		100+	0	2	0.0	2
257	1238735422643200000	<s>@<USER> Corona, science fiction van de 1960ger jaren, nu werkelijkheid.</s><s>Iedereen een stap terug en reflectie voor de hele wereld: we zijn nietig en kwetsbaar.</s><s>In oorlogen verdedigen wij ons met vreselijke wapens en tegen Corona?</s>	No	228		shossontwits	100+	0	0	0.0	0
258	1249948722311639041	<s>De uitbraak van het coronavirus heeft het openbare leven in Nederland zo goed als stilgelegd.</s><s>Dit heeft grote gevolgen voor de economie.</s><s>En mogelijk ook voor uw bedrijf en uw werknemers.</s><s>Om u te steunen, neemt de overheid extra maatregelen.</s><s>Info;</s>	No	246			100+	0	0	0.0	0
259	1244659055471271936	<s>WIJK</s><s>BIJ DUURSTEDE</s><s>Vanaf woensdag 1 april, matige verkeershinder op de Langbroekerdijk B.</s><s>Vanaf de Amerongerwetering tot aan de Stenen Brug.</s><s>De grasbetontegels worden hersteld.</s><s>De werkzaamheden duren 3 weken, afhankelijk van het weer en de maatregelen tegen het coronavirus.</s>	No	274			100+	0	0	0.0	0
260	1239695458748051462	<s>Dit heb je gisteren onder andere gemist:</s><s>meer coronabesmettingen bij Valencia, UEFA wil</s><s>compensatie van clubs en competities bij verplaatsen EK</s>	No	143			100+	0	0	0.0	0
261	1240910912007147520	<s>Staat uw Werving & Selectie proces stil, maar gaat u toch graag in gesprek met een potenti le nieuwe collega?</s><s>Searchability biedt u met SearchabilityGo de mogelijkheid uw huidige proces volledig te digitaliseren.</s><s>#searchabilityGO</s><s>#COVID19</s><s>#WFH #wervingenselectie</s><s>#Amsterdam</s>	No	273	searchabilityGO COVID19 WFH wervingenselectie Amsterdam		100+	0	5	0.0	3
262	1248240126813188097	<s>Update: mijn moeder heeft corona en ik heb gefaald in het reageren met 'het heerst'.</s><s>I guess I have to live with that.</s><s>Ze is alweer bijna beter hoor trouwens.</s>	No	158			100+	0	0	0.0	0
263	1235940395621715968	<s>Organisatie schort</s><s>Formule E-race in Rome</s><s>op</s><s>vanwege corona #Motorsports</s>	No	72	Motorsports		71-80	0	1	0.0	0
264	1246400399126532096	<s>UPDATE CORONAVIRUS Minder positief geteste personen, wel meer sterfgevallen.</s><s>Het RIVM meldt vandaag dat er 336 coronapati nten in ziekenhuizen zijn opgenomen.</s><s>Gisteren waren dat er nog 502, donderdag 447.</s><s>Er lijkt dus een daling te...</s>	No	234			100+	0	0	0.0	0
265	1241357838007652352	<s>@<USER></s><s>Ah herinneringen , passeerde altijd de DAF fabriek in Eindhoven als we naar gingen op familiebezoek.</s>	No	108		brkw12 Nieuwsberichte1 FlickHerrOtto1 Arend010 rivm	100+	0	0	0.0	0
266	1250556138543857671	<s>650 miljoen euro coronasteun voor bloementelers en patatboeren -</s>	No	64			61-70	0	0	0.0	0
267	1240221684164177920	<s>I.v.m. corona worden er deze week voor het eerst vanuit overal in het land tientallen online zenmeditatie avonden gegeven, zoals op de foto vanuit de zendo in Nijmegen.</s><s>Voor meer info zie #zen</s><s>#meditatie</s><s>#rust</s><s>#online</s><s>#cursus</s>	No	225	zen meditatie rust online cursus		100+	0	5	0.0	0
268	1240733356893057027	<s>@<USER></s><s>Shop is dicht door corona :(, anders ga ik uit verveling domme stick en poke zetten</s>	No	91		asaphxsampa	91-100	0	0	0.0	0
269	1247572759703584777	<s>ALKMAAR - GGD Hollands Noorden</s><s>test zorgmedewerkers e.a. in de auto via #drivethru op het #coronavirus #COVID19</s>	No	111	drivethru coronavirus COVID19		100+	0	3	0.0	3
270	1311251856866279426	<s>De Tweede Kamer heeft het derde corona-steunpakket van het kabinet aangenomen.</s><s>Een aantal maatregelen werden nog toegevoegd, waaronder een speciale regeling voor jongeren in de bijstand:</s><s>die mogen tot 1 juli 2021 bijverdienen naast hun uitkering.</s>	No	246			100+	0	0	0.0	0
271	1285553902188994560	<s>@<USER> 'Begin juni</s><s>heeft de WHO de richtlijnen over mondmaskers aangepast.</s><s>Overheden worden nu opgeroepen te stimuleren dat mensen #Mondmaskers dragen wanneer het druk is en onderling afstand houden lastig is' via @<USER> cc @<USER> #Mondkapjes #COVID19NL</s>	No	256	Mondmaskers Mondkapjes COVID19NL	NOS ftm_nl MinVWS	100+	0	3	0.0	3
272	1286610319201239040	"<s>Volgens mijn bescheiden mening komt het hierop neer:</s><s>Onze ""leiders""hebben decennia lang alles om zeep geholpen.</s><s>Nu weten ze geen oplossing meer maar dankzij koningin #Corona zorgen ze ervoor dat alles definitief totaal vernietigd is en hopen ze van scratch opnieuw te starten</s>"	Yes	275	Corona		100+	1	1	0.0	1
273	1276242448403107840	<s>Bonus voor unieke inzet</s><s>zorgpersoneel tijdens coronacrisis</s><s>|</s><s>Nieuwsbericht</s><s>|</s>	No	76			71-80	0	0	0.0	0
274	1286230988197068800	<s>Hallo Nederland, nu alleen even doen.</s><s>Studie UMC Utrecht: 1,5 meter, handen wassen en mondkapjes stoppen</s><s>corona</s>	No	111			100+	0	0	0.0	0
275	1281703832788045824	<s>On en parle</s><s>dans la presse francophone ?</s><s>Federale overheid wilde coronacrisis in woon-zorgcentra co rdineren, maar deelstaten weigerden via @<USER></s>	Yes	147		demorgen	100+	1	0	0.0	0
276	1286674911734333440	<s>Meer positieve coronatests, maar nog geen tweede golf.</s><s>De verspreiding van het coronavirus in Nederland deze week toe.</s><s>Het aantal besmettingen verdubbelde bijna van 534 naar 987.</s><s>Toch lijkt er van een tweede golf nog geen sprake.</s><s>Uit de meest rece...</s>	No	250			100+	0	0	0.0	0
277	1284221343806951426	<s>@<USER></s><s>Die concentratie is de laatste tijd inderdaad iets toegenomen, zegt GGD-arts Haverkort.</s><s>Er lopen dus mensen op Schiphol rond die corona hebben, maar dat wil niet zeggen dat zij ook besmettelijk zijn.</s><s>Is die man niet goed wijs?</s>	Yes	234		NOS	100+	1	0	0.0	0
278	1307007408586317824	"<s>Dus een week geleden was een snotterend kind nog een wandelend virusdeeltje en nu is er niks meer aan de hand.</s><s>Dit is hetzelfde als ""mondmaskers in verzorgingshuizen</s><s>zijn niet nodig.""#persconferentie</s>"	Yes	199	persconferentie		100+	1	1	0.0	4
279	1292413001740550145	<s>#Itali wil 28,5 miljard euro aan Europees geld voor financiering werktijdverkorting</s>	No	83	Italië		81-90	0	1	0.0	1
280	1278685558085242883	<s>Turkse badplaats haalt coronaschade in:</s><s>48 euro voor kebab - Culinaire Ambiance</s>	No	79			71-80	0	0	0.0	0
281	1308378148875231232	"<s>Tsss, een geco rdineerde actie van #Viruswaanzin-oprichter</s><s>#WillemEngel</s><s>.</s><s>Tientallen BN""ers plaatsten maandagavond een filmpje op #Instagram om mee te delen dat ze niet meer meedoen aan de #coronamaatregelen</s><s>#ikdoenietmeermee</s>"	No	224	Viruswaanzin WillemEngel Instagram coronamaatregelen ikdoenietmeermee		100+	0	5	0.0	4
282	1298197923134570497	<s>@<USER></s><s>Jij bent zelfs nog heel voorzichtig met die cijfers.</s><s>In Nederland staat er zelfs nu nog steeds meer hypotheek uit dan de huizen waard zijn.</s><s>In Itali staan alleen vakantiehuizen op hypotheek en dat is bij anger na geen 5%.</s>	No	229		supermanmobiel NUnl	100+	0	0	0.0	0
283	1293838473028403201	<s>De zogenaamde 'complotdenkers' die zeiden, dat 'ze' de tweede #lockdown voor september al voorbereiden, lijken dus gelijk te krijgen.</s><s>#visionairs Diederik Gommers: tweede coronagolf kan al in september komen via @<USER></s>	No	219	lockdown visionairs	NOS	100+	0	2	0.0	1
284	1286030672675647493	<s>Deze Don Quichot redenatie kennen we nog van - condooms veroorzaken onveiliger gedrag en meer besmettingen.</s><s>#HIV - autogordels veroorzaken onveiliger gedrag en meer ongelukken.</s><s>Mensen die bewust risicobeperkende maatregelen nemen nemen geen extra risico's.</s><s>#mondkapjes</s><s>#COVID19</s>	No	277	HIV mondkapjes COVID19		100+	0	3	0.0	3
285	1291958236460068864	<s>Corona-uitbraak bij Westvlees in Westrozebeke:</s><s>besmettingen in West-Vlaanderen verspreid over 9 gemeentes</s><s>| VRT</s><s>NWS:</s><s>nieuws</s>	No	123			100+	0	0	0.0	0
286	1286604521297383425	<s>Viruswaanzin verliest kort geding:</s><s>coronamaatregelen worden niet ingetrokken - Logisch</s>	No	86			81-90	0	0	0.0	0
287	1295414988614643714	<s>Democraten willen, omdat ze bang zijn voor #Corona liefst per post stemmen.</s><s>#lol</s><s>Zevert nie!</s><s>#vtmnieuws</s>	No	103	Corona lol vtmnieuws		100+	0	3	0.2666666666666666	1
288	1269972102318370816	<s>Update 86</s><s>CORONATELLER NEDERLAND DAG</s><s>103 Bevestigd besmet 47.739 Stijging</s><s>in 1 dag</s><s>:</s><s>+165 Waarvan overleden 6.016 Stijging</s><s>in 1 dag:</s><s>+3 D.d. 08.06.2020</s><s>14:00</s><s>uur</s><s>#coronavirus bron:rivm</s>	No	183	coronavirus		100+	0	1	0.0	0
289	1299270320990359552	"<s>Lees ""Schiphol-baas houdt vertrouwen in Lelystad Airport""op Nieuwsblik - - Aan de opgave om Lelystad Airport in november volgend jaar te openen verandert ook door de coronacrisis niets .</s><s>Lees verder bij...</s>"	No	205			100+	0	0	0.0	0
290	1295723006698848257	<s>De Franse regering gaat het dragen van een mondkapje op de meeste werkplekken verplicht te stellen om een heropleving van de coronapandemie tegen te gaan.</s><s>De maatregel gaat in per 1 september.</s>	No	192			100+	0	0	0.0	0
291	1284747115936219137	<s>Nieuwe mutaties komen via Schiphol binnen.</s><s>Daarom geen geld naar KLM.</s><s>BBC News - Coronavirus:</s><s>Are mutations making it more infectious?</s>	Yes	134			100+	1	0	0.0	0
292	1270391495808425986	<s>@<USER></s><s>Mensen die dit lezen, deze corona hoax is opgezet vanwege dit.</s><s>Corona is opgezet en het virus is gemaakt om doel bewust mensen te besemtten om de vaccinatie in onze strot door te drukken.</s><s>Kom in verzet, ons lichaam is niet het eigendom...</s>	No	246		rivm	100+	0	0	0.0	0
293	1237717951861710849	<s>veehouder met coronavirus moet contact met dieren vermijden #veehouderij</s>	No	72	veehouderij		71-80	0	1	0.0	0
294	1244988122015961090	<s>norris scheert zijn hoofd kaal na succesvolle actie in strijd tegen covid 19</s>	No	76			71-80	0	0	0.0	0
295	1244266915020845057	<s>Dit is het corona-crisisteam achter Rutte via @<USER> #COVID19NL</s>	Yes	64	COVID19NL	YouTube	61-70	1	1	0.0	0
296	1255790498113036289	<s>500 nieuwe besmettingen buiten WZC om op dagelijkse basis is nog steeds erg veel , wie zijn die mensen ?</s><s>#COVID19</s>	No	113	COVID19		100+	0	1	0.0	3
297	1240354736819384327	<s>10.845 artsen kijken live naar webinair #COVID19NL #bijscholing</s>	No	63	COVID19NL bijscholing		61-70	0	2	0.0	0
298	1245041903244054528	<s>Respect voor @<USER></s><s>Hij doet dat uitstekend!</s><s>Rustig, duidelijk, consequent.</s><s>Dat hebben we nodig.</s><s>#coronanederland #persconferentie</s>	No	131	coronanederland persconferentie	MinPres	100+	0	2	0.0	4
299	1238916114786254858	<s>@<USER></s><s>#Covid_19</s><s>discrimineert niet...</s><s>Ouders van ge nfecteerde jongen van 16 jaar uit Breda roepen Nederlanders wanhopig op uiterst terughoudend te zijn in contacten met anderen...</s>	No	182	Covid_19	demo_demo_nl	100+	0	1	0.0	4
300	1245375271714402304	<s>Britten mogen n keer per dag naar buiten voor een wandeling, of een kleine fietstocht.</s><s>#coronavirus #covid19nl</s>	No	110	coronavirus covid19nl		100+	0	2	0.0	0
301	1250043628405370881	<s>#Baudet heeft weinig aan een man uit de landbouw, die stelt dat het #RIVM toch goed zat met de cijfers en die daarmee ook toegeeft dat er in de landbouw een fikse uitstoot is van #stikstof in de natuurgebieden @<USER> #fvd #Vogelaar #Mesdagfonds</s>	No	245	Baudet RIVM stikstof fvd Vogelaar Mesdagfonds	Boerderij_nl	100+	0	6	0.0	4
302	1250392666430455809	<s>#RIVM meldt 189 nieuwe #coronadoden, 188 nieuwe pati nten via @<USER></s>	No	69	RIVM coronadoden	NOS	61-70	0	2	0.0	4
303	1242151357303402498	<s>Over 3 weken kunnen we allemaal gebaren taal spreken..</s><s>Echt..</s><s>#npo1</s><s>#COVID19NL..</s><s>Gaaf hoor</s>	No	90	npo1 COVID19NL		81-90	0	2	0.0	0
304	1245707396934176769	<s>even over #Coronavirusnl en #blijfthuis huis</s><s>Een lieve vriend met #taaislijmziekte vertelt dat hij sinds 2 weken van zijn vreselijke hoestbuien af is nu de #luchtvervuiling</s><s>zoveel minder is!</s><s>Ik ben blij voor hem.</s><s>(hij zit overigens al een maand thuis!)</s>	No	252	Coronavirusnl blijfthuis taaislijmziekte luchtvervuiling		100+	0	4	0.0	2
305	1255085489717161984	<s>scholen kunnen niet open!</s><s>Kijk wat er in Engeland gebeurt!</s><s>#COVID19</s><s>#corona #lockdown</s><s>#blijfthuis</s>	Yes	97	COVID19 corona lockdown blijfthuis		91-100	1	4	0.0	1
306	1240309000853491713	<s>Als je ook maar enigszins snottert: thuisblijven, herhaalt Rutte nog maar eens.</s><s>#coronadebat</s>	No	92	coronadebat		91-100	0	1	0.0	0
307	1243144400739368966	<s>#rutte</s><s>,</s><s>heeft het over vertraging...over vertraging gesproken, heeft het kabinet dus ook last van.</s><s>#coronadebat</s>	No	111	rutte coronadebat		100+	0	2	0.0	4
308	1238180282743824384	<s>#COVID19 - Mark Rutte doet te veel Overschild & omstreken</s><s>de Randstad is 8,2miljoen</s><s>peoples -</s>	No	93	COVID19		91-100	0	1	0.0	3
309	1241421322292539393	<s>Mensen kijk uit had een phishingmail zogenaamd van ambassade #covid19Nederland</s>	No	78	covid19Nederland		71-80	0	1	0.0	2
310	1238392169473478657	<s>Wat zal het #stikstof lekker afnemen</s><s>zo #coronavirusNederland</s><s>gelijk een zeikprobleem minder</s>	No	92	stikstof coronavirusNederland		91-100	0	2	0.0	1
311	1241009786461790213	<s>Het ziet er overigens naar uit dat vanwege #Covid_19</s><s>premier Netanyahu als premier van een nationaal noodkabinet uit de bus zal komen.</s><s>Dit zal het einde van Gantz en Blauw Wit betekenen.</s><s>En de Isra lische democratie bevindt zich al op het randje.</s>	Yes	246	Covid_19		100+	1	1	0.0	4
312	1238139111183089673	<s>Verdacht geval</s><s>#StMaartensdijk (gem. #Tholen), gaat ni t getest worden!</s><s>#Covid19NL</s>	Yes	82	StMaartensdijk Tholen Covid19NL		81-90	1	3	0.0	0
313	1238783858751004677	<s>Verdomme, brood en spelen in gevaar.</s><s>Hoeveel erger kan het nog worden?</s><s>#coronavirus #COVID19BE</s>	No	94	coronavirus COVID19BE		91-100	0	2	0.0	0
314	1240654400256868353	"<s>Ook bij #COVID19 geldt:</s><s>""#meten = #weten""...</s><s>#test #coronavirus</s>"	No	63	COVID19 meten weten test coronavirus		61-70	0	5	0.0	0
315	1250839121553219585	<s>@<USER</s><s>> in Typisch Thuis brengt Jolanda #coronavirusNederland foldertjes rond.</s><s>Letterlijk likt ze aan haar vingers als ze een blaadje van de stapel pakt.</s>	Yes	153	coronavirusNederland	BNNVARA	100+	1	1	0.0	1
316	1251573966952714240	<s>#NowPlaying on #Intense #90s, #zero</s><s>#today #dance</s><s>#radio</s><s>#COVID-19 - Peter van Leeuwen - Time Machine uur 2</s>	No	107	NowPlaying Intense 90s zero today dance radio COVID		100+	0	8	0.025	2
317	1238566228748271616	<s>Het #coronavirusNederland is een truc van de #pleepapierproducenten</s>	No	67	coronavirusNederland pleepapierproducenten		61-70	0	2	0.0	1
318	1242540699901460482	<s>Nog steeds feestjes hier in de omgeving.</s><s>Wanneer gaan mensen het snappen #lockdownnl #blijfthuis #covid19Nederland #COVIDIDIOTS</s>	No	127	lockdownnl blijfthuis covid19Nederland COVIDIDIOTS		100+	0	4	0.0	2
319	1237692585306722304	<s>UPDATE #COVID19</s><s>302 slachtoffers op 1 dag, de dodelijkste sinds het begin van de uitbraak.</s><s>Latest:</s>	Yes	98	COVID19		91-100	1	1	0.0	3
320	1245394230232649728	<s>@<USER></s><s>#COVID19Belgium</s><s>Ik had al 700 medische maskers met CE certificatie gekocht en er nog 4000 bijbesteld vandaag want van deze regering moet je geen hulp verwachten zoals n groot aankoopplatform.</s><s>Deze regering koopt zelfs niet-medische maskers zonder CE om te verdelen in woonzorgen</s>	No	286	COVID19Belgium	FranckenTheo	100+	0	1	0.0	4
321	1235575022145671169	"<s>@<USER></s><s>In 3e technische briefing zei van Dissel</s><s>#RIVM</s><s>Nederland heeft dezelfde maatregelen genomen als ze in China hebben genomen...</s><s>Alleen wij zitten nu nog in de fase van ""wij willen het virus weg hebben""Echt alsof je naar een paraodie zat te kijken...</s>"	No	255	RIVM	TomasRiemens	100+	0	1	0.0	4
322	1248939269948932098	<s>En de #Rutte#RIVM chaos duurt voort en voort en voort en de doden stapelen zich op en het cijfergesjoemel (#VVD specialiteit)met #Corona-cijfers neemt toe #detoekomstissober Februari: de verloren maand in de strijd tegen het #coronavirus via @<USER></s>	Yes	249	Rutte RIVM VVD Corona detoekomstissober coronavirus	volkskrant	100+	1	6	0.0	4
323	1251570273830293504	<s>#covid_19</s><s>Zelfs al zou bij 30% groepsimmuniteit de lock-down losgelaten kunnen worden omdat de snelheid van besmetting dan vanzelf al lager is, duurt het nog 2,5 jaar.</s><s>Alleen een vaccin kan uitkomst bieden, maar dat is er ook niet binnen een jaar.</s>	Yes	247	covid_19		100+	1	1	0.0	4
324	1242744428776677376	<s>Hallo Van Dissel #rivm:</s><s>als we uit een totale #lockdownnl komen bestaat er het probleem van herinfectie!</s><s>Ja duh met die halve #lockdown die we nu hebben</s><s>ook</s><s>Met een #coronavirus-lockdown winnen we tijd om dingen te onderzoeken en beschermen we kwetsbaren beter #economievoordoden</s>	Yes	278	rivm lockdownnl lockdown coronavirus economievoordoden		100+	1	5	0.0	1
325	1239178437761347584	<s>@<USER> ik vraag me, als simpele ziel, af,wat jullie in godsnaam aan het doen zijn!</s><s>Het #RIVM maakt fout op fout.</s><s>Leugens vertellen.</s><s>Niet professioneel.</s><s>Mensen zijn niet dom.</s><s>Meneer kabouterhoofd schuift in elk programma aan.</s><s>Wanneer wordt hij ziek?</s><s>Ik vertrouw niks</s>	Yes	266	RIVM	rivm bruno_bruins	100+	1	1	0.0	4
326	1236407881811087362	<s>Inmiddels >1000 #COVID19 testen gedaan in 6 dagen, hulde aan de hard werkende analisten @<USER> !</s><s>En wederom pers aandacht voor het mooiste lab van NL , met n g meer uitleg over de testen @<USER>.</s>	No	196	COVID19	Microvida braviszkh henrihenrynl AldertBart	100+	0	1	0.0	3
327	1232603180904611840	<s>Helder draadje voor iedereen die zin en onzin over #COVID19 van elkaar gescheiden wil houden</s>	No	92	COVID19		91-100	0	1	0.0	3
328	1239601284212314113	<s>Kap is met #hamsteren!</s><s>Wat een ego sten!</s><s>Mensen die nog WEL moeten werken kunnen niet eens een normale maaltijd meer kopen #coronanederland #CONVID19</s><s>#asovolk</s>	Yes	158	hamsteren coronanederland CONVID19 asovolk		100+	1	4	0.0	2
329	1239961249418481666	<s>Minderbedeelden dupe van hamstergedrag.</s><s>Minderbegoeden vallen uit de boot #atvnieuws #coronavirus #covid19be</s><s>#hamsteren</s>	No	119	atvnieuws coronavirus covid19be hamsteren		100+	0	4	0.0	0
330	1247056500943716353	<s>Niemand heeft het zo gewild maar hier staan we dan en we zijn nog maar 2 maanden ver op dit hellend vlak #COVID19</s><s>#vtmnieuws</s><s>#vrtnws</s><s>#deochtend</s>	Yes	143	COVID19 vtmnieuws vrtnws deochtend		100+	1	4	0.0	0
331	1248714872541433864	<s>DSM helpt bij productie miljoenen mondkapjes voor zorg.</s><s>#coronavirus #COVID2019NL #COVID2019be</s><s>#COVID19</s><s>#coronanederland #CoronaLockdown</s><s>#CoronaUpdate</s><s>#Coronavirustruth #BlijfThuis</s><s>#ikblijfthuis :</s>	No	196	coronavirus COVID2019NL COVID2019be COVID19 coronanederland CoronaLockdown CoronaUpdate Coronavirustruth BlijfThuis ikblijfthuis		100+	0	10	0.0	2
332	1241511136459096068	<s>#coronavirusNederland</s><s>Zondag</s><s>4400 besmettingen 185 doden</s><s>Als het lager is dan is dat minder slecht dan de verwachting</s>	Yes	117	coronavirusNederland		100+	1	1	0.0	1
333	1239085971850870784	<s>@<USER></s><s>Alles wijst er op dat het #rivm en de @<USER> z lf de hele situatie hebben onderschat en daar mag ik best kritiek op hebben.</s><s>Hun adviezen gaan niet ver genoeg;</s><s>NL op slot is de remedie.</s>	Yes	193	rivm	Cathelijne_H MinPres MinPres	100+	1	1	0.0	4
334	1238193918715576321	"<s>Kamerdebat #coronavirusNederland</s><s>Van Es @<USER</s><s>> : 70% van de virussen waar we vandaag de dag mee te maken hebben, heeft te maken met onze ziekmakende omgang met dieren en het gesleep ervan over de wereld.</s><s>""</s>"	Yes	205	coronavirusNederland	PartijvdDieren	100+	1	1	0.0	1
335	1253988852680843264	<s>#RIVM Jaap van Dissel</s><s>En waar m zegt Duitsland dit dan?</s><s>Adviseur van Merkel waarschuwt voor krachtigere tweede coronagolf</s>	No	121	RIVM		100+	0	1	0.0	4
336	1240680803220291584	<s>Ritme, gezond eten en bewegen:</s><s>zo blijf je thuis mentaal gezond #coronavirusNederland</s>	No	85	coronavirusNederland		81-90	0	1	0.0	1
337	1247832424203071490	<s>En wie zei gisteravond bij #op1 dat de autoriteiten (#Rutte, #RIVM e.a.) niet vooruit kijken en denken...?</s><s>Juist ja, Thierry #Baudet</s>	No	132	op1 Rutte RIVM Baudet		100+	0	4	0.0	4
338	1248319186713096193	<s>Donkere mensen zouden hun vitamine D goed hoog houden omdat ze kwetsbaarder lijken voor covid19</s><s>#covid19nl</s><s>#coronavirusnl via @<USER></s>	Yes	133	covid19nl coronavirusnl	YouTube	100+	1	2	0.0	0
339	1254866100765876224	<s>@<USER></s><s>Toch knap gemaakt dat #COVID19 virus.</s><s>Verspreid vanuit een communistisch regime, maakt het niet alleen mensen ziek, maar maakt vooral onze westerse landen een stukje communistischer.</s>	Yes	190	COVID19	superjan	100+	1	1	0.0	3
340	1246083135646978048	<s>@<USER> restanten van het #RIVM onderzoek</s><s>Koffiedik kijken duidelijk een afvlakkende lijn te zien</s>	Yes	97	RIVM	abflipse	91-100	1	1	0.0	4
341	1255069541052416001	<s>@<USER></s><s>Dezelfde #BillGates heeft het #RIVM in zijn broekzak</s>	Yes	60	BillGates RIVM	Queenoftheunse1 YouTube	51-60	1	2	0.0	4
342	1242517044370825216	<s>Overzicht van geteste en dus geregistreerde leeftijden m.b.t.</s><s>#Covid19NL</s>	No	72	Covid19NL		71-80	0	1	0.0	0
343	1240002000395407360	<s>Daar gaat mn vakantie.</s><s>#vakantie #CostaRica</s><s>#Corona #COVID19</s>	No	60	vakantie CostaRica Corona COVID19		51-60	0	4	0.0	3
344	1238935863238639616	<s>#COVID19NL</s><s>mensen</s><s>jonger dan 50 jaar liggen op de ic zelfs een jongen van 16 jaar !</s><s>dat is de leeftijd van middelbare school !</s><s>zie ad</s>	Yes	133	COVID19NL		100+	1	1	0.0	0
345	1237761054379294721	<s>Voor wie nog twijfelt aan het gevaar van #COVID19NL in #coronanederland.</s><s>Gelukkig dat de burgemeesters de boel nu op slot kunnen zetten uit veiligheid en veel verder kunnen gaan dan de regering en RIVM adviseren in Nederland.</s>	Yes	225	COVID19NL coronanederland		100+	1	2	0.0	0
346	1246903755037171714	<s>Veiligheidsmiddelen kun je vinden op #Covid_19</s><s>#StayHome #maskers</s><s>#zorgvoorelkaar</s>	No	81	Covid_19 StayHome maskers zorgvoorelkaar		81-90	0	4	0.0	4
347	1231589676554870786	<s>Het is moeilijk als overheid om het #Coronavius te beteugelen</s><s>maar maar is het #rivm en het #MinVWS kwalijk neem is de laksheid en reactive gedrag.</s><s>Het land wordt nog steeds overspoeld door toeristen uit risico gebieden.</s><s>Zie er dagelijks veel in Kinderdijk.</s>	Yes	257	Coronavius rivm MinVWS		100+	1	3	0.0	4
348	1240317135601139713	<s>#TK</s><s>#coronadebat: naast virologie is .a.</s><s>wiskunde van belang bij het beoordelen van (echte) alternatieven.</s><s>Cyclus: monitoren, sommetjes maken, beter begrijpen en bijsturen.</s><s>#COVID19NL</s>	No	183	TK coronadebat COVID19NL		100+	0	3	0.0	0
349	1252653993169424386	"<s>#Coronavirusnl</s><s>#COVID19NL</s><s>#persconferentie de ""vrijheid""van het individu is ondergeschikt aan de gezondheid van het collectief.</s><s>Echte vrijheid is niet ondergeschikt.</s><s>De vrijheid is dus ten grave gedragen.</s><s>Ooit wordt ons weer ""vrijheid""teruggegeven.</s><s>#contradictiointerminis</s>"	No	272	Coronavirusnl COVID19NL persconferentie contradictiointerminis		100+	0	4	0.0	0
350	1242477163938365444	<s>#COVID19 tot nu toe hoor ik bij ons in Brabant dat de meeste gevallen het hebben opgelopen tijdens de wintersport vakantie in Oostenrijk of Itali in de carnavals vakantie (veel relatief jonge mensen op de IC)</s>	Yes	208	COVID19		100+	1	1	0.0	3
351	1254421497743106051	<s>Wat weer een hoop mensen die niet binnen kunnen blijven en gezellig met de hele familie de drukte opzoeken #Coronavirus</s><s>#BlijfThuis</s>	Yes	131	Coronavirus BlijfThuis		100+	1	2	0.0	2
352	1255264052726693890	<s>#RIVM</s><s>Geestelijke gezondheid van miljoenen wordt vergeten.</s><s>Welke plannen zijn er om een geestelijke schade van alleenstaanden in de 1,5 meter samenleving permanent paria zijn, te beperken?</s><s>In hoeverre speelt de geestelijke gezondheid van miljoenen een rol bij de virologen?</s>	Yes	273	RIVM		100+	1	1	0.0	4
353	1235563285421805568	<s>#BREAKING 82 bevestigde besmettingen van #COVID19 in Nederland!</s><s>Net bevestigd door @<USER> live in het 2e kamer #coronadebat</s><s>#coronavirus #SARSCoV2</s>	No	147	BREAKING COVID19 coronadebat coronavirus SARSCoV2	bruno_bruins	100+	0	5	0.0	0
